filecode,inputLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,TotalQ,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Multi,Codes,1675,Account
09S,348,O,AAPL 21APR12 650.0 C,AAPL,2012-04-21,650,C,2012-04-12 14:48:25,-2,,CBOE,-2,2.7,540,-1.46,-538.54,0,100,O,O,IB9048
09S,349,O,AAPL 21APR12 630.0 C,AAPL,2012-04-21,630,C,2012-04-12 15:14:23,3,,CBOE,3,7.95,-2385,-2.17,3366.97,979.8,100,ML;C,CS,IB9048
09S,350,O,AAPL 21APR12 630.0 C,AAPL,2012-04-21,630,C,2012-04-12 15:14:23,3,2012-03-14 11:00:44,CBOE,-1,7.336548,-795,-0.723333333,-733.65,-62.07,100,ML;C;ST,C,IB9048
09S,351,O,AAPL 21APR12 630.0 C,AAPL,2012-04-21,630,C,2012-04-12 15:14:23,3,2012-03-14 13:45:55,CBOE,-1,12.536455,-265,-0.241111111,-1253.65,457.92,100,ML;C;ST;ST,C,IB9048
09S,352,O,AAPL 21APR12 630.0 C,AAPL,2012-04-21,630,C,2012-04-12 15:14:23,3,2012-03-14 13:45:55,CBOE,-1,13.796707,-88.33333333,-0.08037037,-1379.67,583.95,100,ML;C;ST;ST;ST,C,IB9048
09S,353,O,LNKD 18JAN14 120.0 C,LNKD,2014-01-18,120,C,2012-04-18 14:27:41,-1,,ISE,-1,19.9,1990,-1.07,-1988.93,0,100,O,O,IB9048
09S,354,O,AAPL 21APR12 640.0 C,AAPL,2012-04-21,640,C,2012-04-20 16:20:00,2,2012-03-19 00:00:00,CBOE,-2,10.939558,1135,-1.04,-2187.91,2187.91,100,O;ST,O,IB9048
09S,355,O,AAPL 21APR12 650.0 C,AAPL,2012-04-21,650,C,2012-04-20 16:20:00,4,2012-04-05 00:00:00,CBOE,-2,7.742581,270,-0.73,-1548.52,1548.52,100,O;ST,O,IB9048
09S,356,O,AAPL 21APR12 650.0 C,AAPL,2012-04-21,650,C,2012-04-20 16:20:00,4,2012-04-12 00:00:00,CBOE,-2,2.692695,135,-0.365,-538.54,538.54,100,O;ST;ST,O,IB9048
09S,357,O,AAPL 21APR12 675.0 C,AAPL,2012-04-21,675,C,2012-04-20 16:20:00,2,2012-04-10 00:00:00,CBOE,-2,3.742671,750,-1.47,-748.53,748.53,100,O;ST,O,IB9048
09S,358,O,AXL 21APR12 12.0 C,AXL,2012-04-21,12,C,2012-04-20 16:20:00,4,2011-11-30 00:00:00,BATS,-4,0.345768,-400,-1.3,-138.31,138.31,100,ML;C;ST;ST,C,IB9048
09S,359,O,BHP 21APR12 70.0 P,BHP,2012-04-21,70,P,2012-04-20 16:20:00,4,2012-03-28 00:00:00,CBOE,-4,1.992719,800,-2.91,-797.09,797.09,100,O;ST,O,IB9048
09S,360,O,BJRI 21APR12 50.0 C,BJRI,2012-04-21,50,C,2012-04-20 16:20:00,2,2012-03-26 00:00:00,CBOE,-2,2.192715,440,-1.46,-438.54,438.54,100,O;ST,O,IB9048
09S,361,O,BJRI 21APR12 45.0 P,BJRI,2012-04-21,45,P,2012-04-20 16:20:00,6,2012-03-05 00:00:00,CBOE,-6,1.042736,630,-4.36,-625.64,625.64,100,O;ST,O,IB9048
09S,362,O,LNKD 21APR12 95.0 C,LNKD,2012-04-21,95,C,2012-04-20 16:20:00,4,2012-03-08 00:00:00,PHLX,-4,3.792687,1140,-1.89,-1517.07,0,100,P;O;ST,O,IB9048
09S,363,O,LNKD 21APR12 85.0 P,LNKD,2012-04-21,85,P,2012-04-20 16:20:00,8,2012-03-12 00:00:00,ISE,-4,3.244696,90,-1.45,-1297.88,1297.88,100,O;ST,O,IB9048
09S,364,O,LNKD 21APR12 85.0 P,LNKD,2012-04-21,85,P,2012-04-20 16:20:00,8,2012-03-28 00:00:00,ISE,-4,0.442747,45,-0.725,-177.1,177.1,100,O;ST;ST,O,IB9048
09S,365,O,LNKD 27APR12 105.0 C,LNKD,2012-04-27,105,C,2012-04-23 12:30:44,-2,,BATS,-2,1.1,220,0.05,-220.05,0,100,O,O,IB9048
09S,366,O,LNKD 19MAY12 85.0 P,LNKD,2012-05-19,85,P,2012-04-23 12:41:52,-4,,PHLX,-4,2.3,920,-2.92,-917.08,0,100,O,O,IB9048
09S,367,S,LNKD,LNKD,,,,2012-04-23 13:18:36,100,,ARCA,100,99.2,-9920,-0.51,8692.98,-1227.53,1,LI;C,CS,IB9048
09S,368,S,LNKD,LNKD,,,,2012-04-23 13:18:36,100,2012-04-20 16:20:00,ARCA,-100,86.929758,-9920,-0.51,-8692.98,-1227.53,1,LI;C;ST,C,IB9048
09S,369,O,AAPL 27APR12 535.0 P,AAPL,2012-04-27,535,P,2012-04-24 12:38:34,-2,,NASDAQOM,-2,8.1,1620,-0.61,-1619.39,0,100,O,O,IB9048
09S,370,O,AAPL 19MAY12 535.0 P,AAPL,2012-05-19,535,P,2012-04-24 12:40:43,-2,,NASDAQOM,-2,15.05,3010,-0.64,-3009.36,0,100,O,O,IB9048
09S,371,O,LNKD 19MAY12 85.0 P,LNKD,2012-05-19,85,P,2012-04-25 14:49:03,4,,PHLX,1,1.85,-185,-1.02,229.27,43.25,100,P;LI;C,CS,IB9048
09S,372,O,LNKD 19MAY12 85.0 P,LNKD,2012-05-19,85,P,2012-04-25 14:49:03,4,2012-04-23 12:41:52,PHLX,-1,2.292703,-46.25,-0.255,-229.27,43.25,100,P;LI;C;ST,C,IB9048
09S,373,O,LNKD 19MAY12 85.0 P,LNKD,2012-05-19,85,P,2012-04-25 14:49:18,4,,PHLX,3,1.85,-555,-1.87,687.81,130.94,100,P;LI;C,CS,IB9048
09S,374,O,LNKD 19MAY12 85.0 P,LNKD,2012-05-19,85,P,2012-04-25 14:49:18,4,2012-04-23 12:41:52,PHLX,-3,2.292703,-416.25,-1.4025,-687.81,130.94,100,P;LI;C;ST,C,IB9048
09S,375,O,LNKD 18JAN14 125.0 C,LNKD,2014-01-18,125,C,2012-04-25 15:24:55,-1,,BATS,-1,17.6,1760,-0.31,-1759.69,0,100,O,O,IB9048
09S,376,S,AFL,AFL,,,,2012-04-25 15:36:28,300,,NYSE,300,45.41,-13623,-0.66,13623.66,0,1,O,O,IB9048
09S,377,O,AAPL 27APR12 535.0 P,AAPL,2012-04-27,535,P,2012-04-27 16:20:00,2,2012-04-24 00:00:00,NASDAQOM,-2,8.096974,1620,-0.61,-1619.39,1619.39,100,O;ST,O,IB9048
09S,378,O,LNKD 27APR12 105.0 C,LNKD,2012-04-27,105,C,2012-04-27 16:20:00,2,2012-04-23 00:00:00,BATS,-2,1.10023,220,0.05,-220.05,0,100,O;ST,O,IB9048
09S,379,O,BKS 16JUN12 19.0 C,BKS,2012-06-16,19,C,2012-04-30 10:09:34,-4,,BATS,-4,4.3,1720,0.06,-1720.06,0,100,O,O,IB9048
09S,380,O,BKS 21JUL12 24.0 C,BKS,2012-07-21,24,C,2012-04-30 10:10:40,-4,,BATS,-4,2.2,880,0.08,-880.08,0,100,O,O,IB9048
09S,381,O,BKS 19MAY12 22.0 C,BKS,2012-05-19,22,C,2012-04-30 10:34:10,-4,,CBOE,-3,2.15,645,-2.19,-642.81,0,100,P;O,O,IB9048
09S,382,O,BKS 19MAY12 22.0 C,BKS,2012-05-19,22,C,2012-04-30 10:34:13,-4,,CBOE,-1,2.15,215,-0.73,-214.27,0,100,P;O,O,IB9048
09S,383,S,AXL,AXL,,,,2012-04-30 15:57:57,200,,NYSE,200,9.71,-1942,-0.44,1942.44,0,1,O,O,IB9048
09S,384,O,AAPL 16JUN12 590.0 C,AAPL,2012-06-16,590,C,2012-04-30 15:59:29,1,,NASDAQOM,1,23.55,-2355,-0.58,2355.58,0,100,O,O,IB9048
09S,385,S,AXL,AXL,,,,2012-05-01 13:27:00,-200,,NYSE,-100,10.02,1002,-0.59,-971.22,30.19,1,P;LI;C,CS,IB9048
09S,386,S,AXL,AXL,,,,2012-05-01 13:27:00,-200,2012-04-30 15:57:57,NYSE,100,9.712203,501,-0.295,971.22,30.19,1,P;LI;C;ST,C,IB9048
09S,387,S,AXL,AXL,,,,2012-05-01 13:27:27,-200,,NYSE,-100,10.02,1002,0.11,-971.22,30.89,1,P;LI;C,CS,IB9048
09S,388,S,AXL,AXL,,,,2012-05-01 13:27:27,-200,2012-04-30 15:57:57,NYSE,100,9.712203,501,0.055,971.22,30.89,1,P;LI;C;ST,C,IB9048
09S,389,O,BKS 16JUN12 19.0 C,BKS,2012-06-16,19,C,2012-05-01 15:38:04,4,,BATS,4,2.1,-840,0.1,1720.06,880.17,100,LI;C,CS,IB9048
09S,390,O,BKS 16JUN12 19.0 C,BKS,2012-06-16,19,C,2012-05-01 15:38:04,4,2012-04-30 10:09:34,BATS,-4,4.300159,-840,0.1,-1720.06,880.17,100,LI;C;ST,C,IB9048
09S,391,S,DAR,DAR,,,,2012-05-02 00:00:00,-0.6667,2011-05-12 11:42:03,Exchange,0.6667,0.554185,,,0.37,-0.37,Multi,Code;ST,C,IB9048
09S,392,O,AAPL 19MAY12 535.0 P,AAPL,2012-05-19,535,P,2012-05-02 14:50:54,2,,NASDAQOM,1,1.7,-170,-0.58,1504.68,1334.1,100,P;LI;C,CS,IB9048
09S,393,O,AAPL 19MAY12 535.0 P,AAPL,2012-05-19,535,P,2012-05-02 14:50:54,2,2012-04-24 12:40:43,NASDAQOM,-1,15.046818,-85,-0.29,-1504.68,1334.1,100,P;LI;C;ST,C,IB9048
09S,394,O,AAPL 19MAY12 535.0 P,AAPL,2012-05-19,535,P,2012-05-02 14:50:55,2,,NASDAQOM,1,1.7,-170,0.02,1504.68,1334.7,100,P;LI;C,CS,IB9048
09S,395,O,AAPL 19MAY12 535.0 P,AAPL,2012-05-19,535,P,2012-05-02 14:50:55,2,2012-04-24 12:40:43,NASDAQOM,-1,15.046818,-85,0.01,-1504.68,1334.7,100,P;LI;C;ST,C,IB9048
09S,396,O,BKS 21JUL12 24.0 C,BKS,2012-07-21,24,C,2012-05-02 15:54:15,4,,BATS,1,0.6,-60,-0.27,220.02,159.75,100,P;LI;C,CS,IB9048
09S,397,O,BKS 21JUL12 24.0 C,BKS,2012-07-21,24,C,2012-05-02 15:54:15,4,2012-04-30 10:10:40,BATS,-1,2.200206,-15,-0.0675,-220.02,159.75,100,P;LI;C;ST,C,IB9048
09S,398,O,BKS 21JUL12 24.0 C,BKS,2012-07-21,24,C,2012-05-02 15:55:21,4,,BATS,3,0.6,-180,0.38,660.06,480.44,100,P;LI;C,CS,IB9048
09S,399,O,BKS 21JUL12 24.0 C,BKS,2012-07-21,24,C,2012-05-02 15:55:21,4,2012-04-30 10:10:40,BATS,-3,2.200206,-135,0.285,-660.06,480.44,100,P;LI;C;ST,C,IB9048
09S,400,O,BKS 19MAY12 22.0 C,BKS,2012-05-19,22,C,2012-05-02 15:59:00,4,,CBOE,4,0.1,-40,-2.9,857.08,814.18,100,LI;C,CS,IB9048
09S,401,O,BKS 19MAY12 22.0 C,BKS,2012-05-19,22,C,2012-05-02 15:59:00,4,2012-04-30 10:34:13,CBOE,-1,2.142707,-10,-0.725,-214.27,203.55,100,LI;C;ST,C,IB9048
09S,402,O,BKS 19MAY12 22.0 C,BKS,2012-05-19,22,C,2012-05-02 15:59:00,4,2012-04-30 10:34:10,CBOE,-3,2.142707,-7.5,-0.54375,-642.81,610.64,100,LI;C;ST;ST,C,IB9048
09S,403,S,CAR,CAR,,,,2012-05-02 16:47:46,-600,,ISLAND,-496,16.72,8293.12,-0.93,-7286.09,1006.1,1,P;LI;C,CS,IB9048
09S,404,S,CAR,CAR,,,,2012-05-02 16:47:46,-600,2012-02-15 12:44:48,ISLAND,496,14.689703,6855.645867,-0.7688,7286.09,1006.1,1,P;LI;C;ST,C,IB9048
09S,405,S,CAR,CAR,,,,2012-05-02 16:55:39,-600,,ISLAND,-22,16.72,367.84,-0.04,-323.17,44.63,1,P;LI;C,CS,IB9048
09S,406,S,CAR,CAR,,,,2012-05-02 16:55:39,-600,2012-02-15 12:44:48,ISLAND,22,14.689703,13.48746667,-0.001466667,323.17,44.63,1,P;LI;C;ST,C,IB9048
09S,407,S,CAR,CAR,,,,2012-05-02 17:00:54,-600,,ISLAND,-24,16.72,401.28,-0.05,-352.55,48.68,1,P;LI;C,CS,IB9048
09S,408,S,CAR,CAR,,,,2012-05-02 17:00:54,-600,2012-02-15 12:44:48,ISLAND,24,14.689703,16.0512,-0.002,352.55,48.68,1,P;LI;C;ST,C,IB9048
09S,409,S,CAR,CAR,,,,2012-05-02 17:03:18,-600,,ISLAND,-58,16.72,969.76,-0.11,-852,117.65,1,P;LI;C,CS,IB9048
09S,410,S,CAR,CAR,,,,2012-05-02 17:03:18,-600,2012-02-15 12:44:48,ISLAND,58,14.689703,93.74346667,-0.010633333,852,117.65,1,P;LI;C;ST,C,IB9048
09S,411,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,,ISLAND,106,43.25,-4584.5,-0.49,4986.44,401.45,1,P;LI;C,CS,IB9048
09S,412,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,2012-02-17 16:20:00,ISLAND,-106,47.041906,-2429.785,-0.2597,-4986.44,401.45,1,P;LI;C;ST,C,IB9048
09S,413,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,,ISLAND,1,43.25,-43.25,0,47.04,3.79,1,P;LI;C,CS,IB9048
09S,414,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,2012-02-17 16:20:00,ISLAND,-1,47.041906,-0.21625,0,-47.04,3.79,1,P;LI;C;ST,C,IB9048
09S,415,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,,ISLAND,1,43.25,-43.25,0,47.04,3.79,1,P;LI;C,CS,IB9048
09S,416,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,2012-02-17 16:20:00,ISLAND,-1,47.041906,-0.21625,0,-47.04,3.79,1,P;LI;C;ST,C,IB9048
09S,417,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,,ISLAND,4,43.25,-173,0.01,188.17,15.18,1,P;LI;C,CS,IB9048
09S,418,S,BJRI,BJRI,,,,2012-05-03 13:44:10,200,2012-02-17 16:20:00,ISLAND,-4,47.041906,-3.46,0.0002,-188.17,15.18,1,P;LI;C;ST,C,IB9048
09S,419,S,BJRI,BJRI,,,,2012-05-03 13:44:26,200,,ISLAND,88,43.25,-3806,0.18,4139.69,333.86,1,P;LI;C,CS,IB9048
09S,420,S,BJRI,BJRI,,,,2012-05-03 13:44:26,200,2012-02-17 16:20:00,ISLAND,-88,47.041906,-1674.64,0.0792,-4139.69,333.86,1,P;LI;C;ST,C,IB9048
09S,421,O,LNKD 18JAN14 125.0 C,LNKD,2014-01-18,125,C,2012-05-07 12:26:51,-2,,ISE,-2,25.7,5140,-1.56,-5138.44,0,100,O,O,IB9048
09S,422,S,LNKD,LNKD,,,,2012-05-07 15:54:42,100,,NYSE,37,110.96,-4105.52,-0.65,3471.43,-634.74,1,P;LI;C,CS,IB9048
09S,423,S,LNKD,LNKD,,,,2012-05-07 15:54:42,100,2012-04-27 16:20:00,NYSE,-37,93.82253,-1519.0424,-0.2405,-3471.43,-634.74,1,P;LI;C;ST,C,IB9048
09S,424,S,LNKD,LNKD,,,,2012-05-07 15:54:42,100,,NYSE,63,110.96,-6990.48,0.08,5910.82,-1079.58,1,P;LI;C,CS,IB9048
09S,425,S,LNKD,LNKD,,,,2012-05-07 15:54:42,100,2012-04-27 16:20:00,NYSE,-63,93.82253,-4404.0024,0.0504,-5910.82,-1079.58,1,P;LI;C;ST,C,IB9048
09S,426,S,C,C,,,,2012-05-11 10:51:21,200,,NYSE,100,29.61,-2961,-0.57,2961.57,0,1,P;O,O,IB9048
09S,427,S,C,C,,,,2012-05-11 10:53:02,200,,NYSE,100,29.61,-2961,0.13,2960.87,0,1,P;O,O,IB9048
09S,428,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-11 12:59:28,-4,,CBOE,-3,0.4,120,-2.18,-117.82,0,100,P;O,O,IB9048
09S,429,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-11 12:59:29,-4,,CBOE,-1,0.4,40,-0.73,-39.27,0,100,P;O,O,IB9048
09S,430,S,LNKD,LNKD,,,,2012-05-14 15:24:55,-100,,NYSE,-100,110.6,11060,-0.82,-11059.18,1714.32,1,O,O,IB9048
09S,431,S,LNKD,LNKD,,,,2012-05-15 09:33:40,100,,BATS,2,109.01,-218.02,-0.7,186.87,-31.84,1,P;LI;C,CS,IB9048
09S,432,S,LNKD,LNKD,,,,2012-05-15 09:33:40,100,2012-05-14 15:24:55,BATS,-2,93.436711,-4.3604,-0.014,-186.87,-31.84,1,P;LI;C;ST,C,IB9048
09S,433,S,LNKD,LNKD,,,,2012-05-15 09:33:42,100,,BATS,98,109.01,-10682.98,0.23,9157.99,-1524.76,1,P;LI;C,CS,IB9048
09S,434,S,LNKD,LNKD,,,,2012-05-15 09:33:42,100,2012-05-14 15:24:55,BATS,-35,93.436711,-3739.043,0.0805,-3270.28,-544.98,1,P;LI;C;ST,C,IB9048
09S,435,S,LNKD,LNKD,,,,2012-05-15 09:33:42,100,2012-05-14 15:24:55,BATS,-63,93.455647,-2355.59709,0.050715,-5887.71,-979.78,1,P;LI;C;ST;ST,C,IB9048
09S,436,S,LNKD,LNKD,,,,2012-05-15 10:50:27,-100,,NYSE,-100,113.95,11395,-0.83,-11394.17,1556.61,1,O,O,IB9048
09S,437,S,LNKD,LNKD,,,,2012-05-15 11:01:50,100,,ARCA,100,113.05,-11305,-0.51,9837.57,-1467.94,1,LI;C,CS,IB9048
09S,438,S,LNKD,LNKD,,,,2012-05-15 11:01:50,100,2012-05-15 10:50:27,ARCA,-35,98.370752,-3956.75,-0.1785,-3442.98,-513.95,1,LI;C;ST,C,IB9048
09S,439,S,LNKD,LNKD,,,,2012-05-15 11:01:50,100,2012-05-15 10:50:27,ARCA,-63,98.389688,-2492.7525,-0.112455,-6198.55,-923.92,1,LI;C;ST;ST,C,IB9048
09S,440,S,LNKD,LNKD,,,,2012-05-15 11:01:50,100,2012-05-15 10:50:27,ARCA,-2,98.020444,-49.85505,-0.0022491,-196.04,-30.07,1,LI;C;ST;ST;ST,C,IB9048
09S,441,S,LNKD,LNKD,,,,2012-05-17 11:34:39,100,,NYSE,100,107.84,-10784,-0.57,10609.79,-174.78,1,LI;C,CS,IB9048
09S,442,S,LNKD,LNKD,,,,2012-05-17 11:34:39,100,2012-04-27 16:20:00,NYSE,-100,106.097878,-10784,-0.57,-10609.79,-174.78,1,LI;C;ST,C,IB9048
09S,443,S,LNKD,LNKD,,,,2012-05-17 11:45:41,-100,,NYSE,-100,108.35,10835,-0.81,-10834.19,1467.94,1,O,O,IB9048
09S,444,S,LNKD,LNKD,,,,2012-05-17 11:48:02,100,,ARCA,100,107.8,-10780,-0.51,9366.24,-1414.27,1,LI;C,CS,IB9048
09S,445,S,LNKD,LNKD,,,,2012-05-17 11:48:02,100,2012-05-17 11:45:41,ARCA,-2,93.307206,-215.6,-0.0102,-186.61,-29,1,LI;C;ST,C,IB9048
09S,446,S,LNKD,LNKD,,,,2012-05-17 11:48:02,100,2012-05-17 11:45:41,ARCA,-35,93.657513,-75.46,-0.00357,-3278.01,-495.17,1,LI;C;ST;ST,C,IB9048
09S,447,S,LNKD,LNKD,,,,2012-05-17 11:48:02,100,2012-05-17 11:45:41,ARCA,-63,93.676449,-47.5398,-0.0022491,-5901.62,-890.11,1,LI;C;ST;ST;ST,C,IB9048
09S,448,S,LNKD,LNKD,,,,2012-05-17 11:51:24,100,,ARCA,100,107.55,-10755,-0.51,9879.06,-876.45,1,LI;C,CS,IB9048
09S,449,S,LNKD,LNKD,,,,2012-05-17 11:51:24,100,2012-04-20 16:20:00,ARCA,-100,98.790559,-10755,-0.51,-9879.06,-876.45,1,LI;C;ST,C,IB9048
09S,450,S,LNKD,LNKD,,,,2012-05-17 11:51:39,-100,,ARCA,-99,107.79,10671.21,-0.75,-10670.46,173.03,1,P;O,O,IB9048
09S,451,S,LNKD,LNKD,,,,2012-05-17 11:51:39,-100,,ARCA,-1,107.79,107.79,0,-107.79,1.75,1,P;O,O,IB9048
09S,452,S,LNKD,LNKD,,,,2012-05-17 11:53:27,100,,ARCA,100,107.55,-10755,-0.51,10603.47,-152.05,1,LI;C,CS,IB9048
09S,453,S,LNKD,LNKD,,,,2012-05-17 11:53:27,100,2012-05-17 11:51:39,ARCA,-1,106.041658,-107.55,-0.0051,-106.04,-1.51,1,LI;C;ST,C,IB9048
09S,454,S,LNKD,LNKD,,,,2012-05-17 11:53:27,100,2012-05-17 11:51:39,ARCA,-99,106.034581,-106.4745,-0.005049,-10497.42,-150.53,1,LI;C;ST;ST,C,IB9048
09S,455,S,LNKD,LNKD,,,,2012-05-17 11:54:53,-100,,NYSE,-100,107.74,10774,-0.81,-10773.19,1414.27,1,O,O,IB9048
09S,456,S,LNKD,LNKD,,,,2012-05-17 11:55:48,100,,NYSE,25,107.52,-2688,-0.67,2338.91,-349.76,1,P;LI;C,CS,IB9048
09S,457,S,LNKD,LNKD,,,,2012-05-17 11:55:48,100,2012-05-17 11:54:53,NYSE,-2,93.23398,-53.76,-0.0134,-186.47,-28.63,1,P;LI;C;ST,C,IB9048
09S,458,S,LNKD,LNKD,,,,2012-05-17 11:55:48,100,2012-05-17 11:54:53,NYSE,-23,93.584287,-12.3648,-0.003082,-2152.44,-321.14,1,P;LI;C;ST;ST,C,IB9048
09S,459,S,LNKD,LNKD,,,,2012-05-17 11:55:49,100,,BATS,20,107.52,-2150.4,0.05,1871.84,-278.52,1,P;LI;C,CS,IB9048
09S,460,S,LNKD,LNKD,,,,2012-05-17 11:55:49,100,2012-05-17 11:54:53,BATS,-12,93.584287,-258.048,0.006,-1123.01,-167.2,1,P;LI;C;ST,C,IB9048
09S,461,S,LNKD,LNKD,,,,2012-05-17 11:55:49,100,2012-05-17 11:54:53,BATS,-8,93.603223,-20.64384,0.00048,-748.83,-111.32,1,P;LI;C;ST;ST,C,IB9048
09S,462,S,LNKD,LNKD,,,,2012-05-17 11:56:15,100,,BATS,55,107.52,-5913.6,0.13,5148.18,-765.3,1,P;LI;C,CS,IB9048
09S,463,S,LNKD,LNKD,,,,2012-05-17 11:56:15,100,2012-05-17 11:54:53,BATS,-55,93.603223,-3252.48,0.0715,-5148.18,-765.3,1,P;LI;C;ST,C,IB9048
09S,464,S,LNKD,LNKD,,,,2012-05-17 12:02:48,100,,ARCA,100,107,-10700,-0.51,9879.06,-821.45,1,LI;C,CS,IB9048
09S,465,S,LNKD,LNKD,,,,2012-05-17 12:02:48,100,2012-04-20 16:20:00,ARCA,-100,98.790559,-10700,-0.51,-9879.06,-821.45,1,LI;C;ST,C,IB9048
09S,466,S,LNKD,LNKD,,,,2012-05-17 12:12:34,100,,NYSE,100,106.85,-10685,-0.57,9879.06,-806.51,1,LI;C,CS,IB9048
09S,467,S,LNKD,LNKD,,,,2012-05-17 12:12:34,100,2012-04-20 16:20:00,NYSE,-100,98.790559,-10685,-0.57,-9879.06,-806.51,1,LI;C;ST,C,IB9048
09S,468,S,LNKD,LNKD,,,,2012-05-17 12:29:04,-100,,ARCA,-100,107.13,10713,-0.75,-10712.25,876.45,1,O,O,IB9048
09S,469,S,LNKD,LNKD,,,,2012-05-17 12:41:37,-100,,ARCA,-100,107.34,10734,-0.75,-10733.25,152.05,1,O,O,IB9048
09S,470,S,LNKD,LNKD,,,,2012-05-17 12:50:03,-100,,ARCA,-100,107.82,10782,-0.75,-10781.25,1393.57,1,O,O,IB9048
09S,471,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,,ARCA,100,107.52,-10752,-0.51,9387.67,-1364.84,1,LI;C,CS,IB9048
09S,472,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,2012-05-17 12:50:03,ARCA,-55,93.898002,-5913.6,-0.2805,-5164.39,-749.49,1,LI;C;ST,C,IB9048
09S,473,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,2012-05-17 12:50:03,ARCA,-8,93.898002,-473.088,-0.02244,-751.18,-109.02,1,LI;C;ST;ST,C,IB9048
09S,474,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,2012-05-17 12:50:03,ARCA,-12,93.879066,-56.77056,-0.0026928,-1126.55,-163.75,1,LI;C;ST;ST;ST,C,IB9048
09S,475,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,2012-05-17 12:50:03,ARCA,-2,93.499734,-1.1354112,-0.000053856,-187,-28.05,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,476,S,LNKD,LNKD,,,,2012-05-17 12:58:34,100,2012-05-17 12:50:03,ARCA,-23,93.850041,-0.261144576,-1.23869E-05,-2158.55,-314.53,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,477,S,LNKD,LNKD,,,,2012-05-17 13:22:39,-100,,NYSE,-7,108.55,759.85,-0.71,-759.14,57.5,1,P;O,O,IB9048
09S,478,S,LNKD,LNKD,,,,2012-05-17 13:23:04,-100,,BATS,-93,108.55,10095.15,-0.01,-10095.14,763.95,1,P;O,O,IB9048
09S,479,S,LNKD,LNKD,,,,2012-05-17 13:24:52,100,,ARCA,100,108.32,-10832,-0.51,10032.82,-799.69,1,LI;C,CS,IB9048
09S,480,S,LNKD,LNKD,,,,2012-05-17 13:24:52,100,2012-05-17 13:23:04,ARCA,-93,100.335321,-10073.76,-0.4743,-9331.18,-743.05,1,LI;C;ST,C,IB9048
09S,481,S,LNKD,LNKD,,,,2012-05-17 13:24:52,100,2012-05-17 13:22:39,ARCA,-7,100.234233,-705.1632,-0.033201,-701.64,-56.64,1,LI;C;ST;ST,C,IB9048
09S,482,S,LNKD,LNKD,,,,2012-05-17 13:30:39,100,,ARCA,100,108.15,-10815,-0.51,10581.2,-234.31,1,LI;C,CS,IB9048
09S,483,S,LNKD,LNKD,,,,2012-05-17 13:30:39,100,2012-05-17 12:41:37,ARCA,-1,105.819041,-108.15,-0.0051,-105.82,-2.34,1,LI;C;ST,C,IB9048
09S,484,S,LNKD,LNKD,,,,2012-05-17 13:30:39,100,2012-05-17 12:41:37,ARCA,-99,105.811964,-107.0685,-0.005049,-10475.38,-231.97,1,LI;C;ST;ST,C,IB9048
09S,485,S,LNKD,LNKD,,,,2012-05-17 14:47:00,100,,ARCA,100,106.45,-10645,-0.51,9835.79,-809.72,1,LI;C,CS,IB9048
09S,486,S,LNKD,LNKD,,,,2012-05-17 14:47:00,100,2012-05-17 12:29:04,ARCA,-100,98.357947,-10645,-0.51,-9835.79,-809.72,1,LI;C;ST,C,IB9048
09S,487,S,LNKD,LNKD,,,,2012-05-17 14:48:01,-100,,NYSE,-100,106.65,10665,-0.81,-10664.19,806.51,1,O,O,IB9048
09S,488,S,LNKD,LNKD,,,,2012-05-17 14:52:18,100,,ARCA,100,106.45,-10645,-0.51,9857.68,-787.83,1,LI;C,CS,IB9048
09S,489,S,LNKD,LNKD,,,,2012-05-17 14:52:18,100,2012-05-17 14:48:01,ARCA,-100,98.576757,-10645,-0.51,-9857.68,-787.83,1,LI;C;ST,C,IB9048
09S,490,S,LNKD,LNKD,,,,2012-05-17 15:00:30,-100,,BATS,-100,106.74,10674,-0.71,-10673.29,1364.84,1,O,O,IB9048
09S,491,S,LNKD,LNKD,,,,2012-05-17 15:09:41,100,,BATS,100,106.44,-10644,-0.47,9308.45,-1336.02,1,LI;C,CS,IB9048
09S,492,S,LNKD,LNKD,,,,2012-05-17 15:09:41,100,2012-05-17 15:00:30,BATS,-2,92.70753,-212.88,-0.0094,-185.42,-27.47,1,LI;C;ST,C,IB9048
