filecode,inputLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,TotalQ,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Multi,Codes,1675,Account
09S,1242,S,ANR,ANR,,,,2012-07-30 15:48:01,-300,,NYSE,-300,7.19,2157,-0.71,-1939.42,216.87,1,LI;C,CS,IB9048
09S,1243,S,ANR,ANR,,,,2012-07-30 15:48:01,-300,2012-07-30 11:19:17,NYSE,100,6.462203,719,-0.236666667,646.22,72.54,1,LI;C;ST,C,IB9048
09S,1244,S,ANR,ANR,,,,2012-07-30 15:48:01,-300,2012-07-30 11:19:17,NYSE,200,6.466003,479.3333333,-0.157777778,1293.2,144.33,1,LI;C;ST;ST,C,IB9048
09S,1245,S,LNKD,LNKD,,,,2012-07-31 09:43:01,-100,,ARCA,-100,105.17,10517,-0.75,-10516.25,253.8,1,O,O,IB9048
09S,1246,S,ANR,ANR,,,,2012-07-31 09:48:18,300,,NYSE,300,6.76,-2028,-0.66,2028.66,0,1,O,O,IB9048
09S,1247,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,,ARCA,100,103.51,-10351,-0.51,10262.46,-89.06,1,LI;C,CS,IB9048
09S,1248,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-2,102.564568,-207.02,-0.0102,-205.13,-1.9,1,LI;C;ST,C,IB9048
09S,1249,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-10,102.639848,-20.702,-0.00102,-1026.4,-8.75,1,LI;C;ST;ST,C,IB9048
09S,1250,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-12,102.650463,-2.48424,-0.0001224,-1231.81,-10.38,1,LI;C;ST;ST;ST,C,IB9048
09S,1251,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-1,102.638346,-0.0248424,-0.000001224,-102.64,-0.88,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1252,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-1,102.419714,-0.000248424,-1.224E-08,-102.42,-1.1,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1253,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-2,102.439688,-4.96848E-06,-2.448E-10,-204.88,-2.15,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1254,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-3,102.619259,-1.49054E-07,-7.344E-12,-307.86,-2.69,1,LI;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1255,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-5,102.561662,-7.45272E-09,-3.672E-13,-512.81,-4.77,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1256,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-6,102.619259,-4.47163E-10,-2.2032E-14,-615.72,-5.38,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1257,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-8,102.638346,-3.57731E-11,-1.76256E-15,-821.11,-7.01,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1258,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-10,102.674226,-3.57731E-12,-1.76256E-16,-1026.74,-8.41,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1259,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-20,102.627608,-7.15461E-13,-3.52512E-17,-2052.55,-17.75,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1260,S,LNKD,LNKD,,,,2012-07-31 09:56:37,100,2012-07-31 09:43:01,ARCA,-20,102.620108,-1.43092E-13,-7.05024E-18,-2052.4,-17.9,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1261,S,ANR,ANR,,,,2012-07-31 10:04:24,300,,NYSE,300,6.75,-2025,-0.66,2025.66,0,1,O,O,IB9048
09S,1262,S,LNKD,LNKD,,,,2012-07-31 10:11:20,100,,NYSE,100,102.11,-10211,-0.57,9433.52,-778.05,1,LI;C,CS,IB9048
09S,1263,S,LNKD,LNKD,,,,2012-07-31 10:11:20,100,2012-07-27 15:18:27,NYSE,-3,94.250765,-306.33,-0.0171,-282.75,-23.59,1,LI;C;ST,C,IB9048
09S,1264,S,LNKD,LNKD,,,,2012-07-31 10:11:20,100,2012-07-27 15:18:27,NYSE,-6,94.47013,-18.3798,-0.001026,-566.82,-45.87,1,LI;C;ST;ST,C,IB9048
09S,1265,S,LNKD,LNKD,,,,2012-07-31 10:11:20,100,2012-07-27 15:18:27,NYSE,-2,94.169935,-0.367596,-0.00002052,-188.34,-15.89,1,LI;C;ST;ST;ST,C,IB9048
09S,1266,S,LNKD,LNKD,,,,2012-07-31 10:11:20,100,2012-07-27 15:18:27,NYSE,-89,94.332676,-0.32716044,-1.82628E-05,-8395.61,-692.69,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1267,S,LNKD,LNKD,,,,2012-07-31 10:24:41,-100,,BATS,-100,103.22,10322,-0.7,-10321.3,951.04,1,O,O,IB9048
09S,1268,S,LNKD,LNKD,,,,2012-07-31 10:28:44,100,,NYSE,20,102.11,-2042.2,-0.67,1874.14,-168.73,1,P;LI;C,CS,IB9048
09S,1269,S,LNKD,LNKD,,,,2012-07-31 10:28:44,100,2012-07-31 10:24:41,NYSE,-2,93.709576,-40.844,-0.0134,-187.42,-16.87,1,P;LI;C;ST,C,IB9048
09S,1270,S,LNKD,LNKD,,,,2012-07-31 10:28:44,100,2012-07-31 10:24:41,NYSE,-12,93.709576,-4.90128,-0.001608,-1124.51,-101.21,1,P;LI;C;ST;ST,C,IB9048
09S,1271,S,LNKD,LNKD,,,,2012-07-31 10:28:44,100,2012-07-31 10:24:41,NYSE,-6,93.70143,-0.2940768,-0.00009648,-562.21,-50.65,1,P;LI;C;ST;ST;ST,C,IB9048
09S,1272,S,LNKD,LNKD,,,,2012-07-31 10:31:45,100,,BATS,80,102.11,-8168.8,0.18,7496.11,-672.5,1,P;LI;C,CS,IB9048
09S,1273,S,LNKD,LNKD,,,,2012-07-31 10:31:45,100,2012-07-31 10:24:41,BATS,-80,93.70143,-6535.04,0.144,-7496.11,-672.5,1,P;LI;C;ST,C,IB9048
09S,1274,S,ANR,ANR,,,,2012-07-31 11:10:34,-300,,NYSE,-300,7.07,2121,-0.71,-2025.66,94.63,1,LI;C,CS,IB9048
09S,1275,S,ANR,ANR,,,,2012-07-31 11:10:34,-300,2012-07-31 10:04:24,NYSE,300,6.752203,2121,-0.71,2025.66,94.63,1,LI;C;ST,C,IB9048
09S,1276,S,LNKD,LNKD,,,,2012-07-31 11:23:25,-100,,ARCA,-100,103.22,10322,-0.74,-10321.26,89.06,1,O,O,IB9048
09S,1277,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,,NYSE,100,102.11,-10211,-0.57,10232.2,20.63,1,LI;C,CS,IB9048
09S,1278,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-2,102.262044,-204.22,-0.0114,-204.52,0.29,1,LI;C;ST,C,IB9048
09S,1279,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-10,102.337323,-20.422,-0.00114,-1023.37,2.22,1,LI;C;ST;ST,C,IB9048
09S,1280,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-12,102.347939,-2.45064,-0.0001368,-1228.18,2.79,1,LI;C;ST;ST;ST,C,IB9048
09S,1281,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-1,102.335821,-0.0245064,-0.000001368,-102.34,0.22,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1282,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-1,102.11719,-0.000245064,-1.368E-08,-102.12,0,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1283,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-2,102.137163,-4.90128E-06,-2.736E-10,-204.27,0.04,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1284,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-3,102.316734,-1.47038E-07,-8.208E-12,-306.95,0.6,1,LI;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1285,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-5,102.259138,-7.35192E-09,-4.104E-13,-511.3,0.72,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1286,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-6,102.316734,-4.41115E-10,-2.4624E-14,-613.9,1.21,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1287,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-8,102.335821,-3.52892E-11,-1.96992E-15,-818.69,1.76,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1288,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-10,102.371702,-3.52892E-12,-1.96992E-16,-1023.72,2.56,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1289,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-20,102.325084,-7.05784E-13,-3.93984E-17,-2046.5,4.19,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1290,S,LNKD,LNKD,,,,2012-07-31 12:05:08,100,2012-07-31 11:23:25,NYSE,-20,102.317584,-1.41157E-13,-7.87968E-18,-2046.35,4.04,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1291,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,BYX,300,5.84,-1752,-1.05,1753.05,0,1,P;O,O,IB9048
09S,1292,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,BYX,200,5.84,-1168,-0.7,1168.7,0,1,P;O,O,IB9048
09S,1293,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,CBSX,200,5.84,-1168,-0.44,1168.44,0,1,P;O,O,IB9048
09S,1294,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,BYX,100,5.84,-584,-0.35,584.35,0,1,P;O,O,IB9048
09S,1295,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,BYX,100,5.84,-584,-0.35,584.35,0,1,P;O,O,IB9048
09S,1296,S,ATML,ATML,,,,2012-07-31 15:06:23,1000,,BEX,100,5.84,-584,-0.32,584.32,0,1,P;O,O,IB9048
09S,1297,S,LNKD,LNKD,,,,2012-08-01 09:25:30,-100,,ISLAND,-100,103.79,10379,-0.73,-10378.27,778.05,1,O,O,IB9048
09S,1298,S,LNKD,LNKD,,,,2012-08-01 09:36:45,100,,NYSE,58,102.51,-5945.58,-0.63,5568.23,-377.97,1,P;LI;C,CS,IB9048
09S,1299,S,LNKD,LNKD,,,,2012-08-01 09:36:45,100,2012-08-01 09:25:30,NYSE,-3,95.917728,-178.3674,-0.0189,-287.75,-19.81,1,P;LI;C;ST,C,IB9048
09S,1300,S,LNKD,LNKD,,,,2012-08-01 09:36:45,100,2012-08-01 09:25:30,NYSE,-2,95.836898,-3.567348,-0.000378,-191.67,-13.37,1,P;LI;C;ST;ST,C,IB9048
09S,1301,S,LNKD,LNKD,,,,2012-08-01 09:36:45,100,2012-08-01 09:25:30,NYSE,-6,96.137092,-0.21404088,-0.00002268,-576.82,-38.3,1,P;LI;C;ST;ST;ST,C,IB9048
09S,1302,S,LNKD,LNKD,,,,2012-08-01 09:36:45,100,2012-08-01 09:25:30,NYSE,-47,95.999639,-0.100599214,-1.06596E-05,-4511.98,-306.49,1,P;LI;C;ST;ST;ST;ST,C,IB9048
09S,1303,S,LNKD,LNKD,,,,2012-08-01 09:36:56,100,,BATS,42,102.51,-4305.42,0.1,4031.98,-273.34,1,P;LI;C,CS,IB9048
09S,1304,S,LNKD,LNKD,,,,2012-08-01 09:36:56,100,2012-08-01 09:25:30,BATS,-42,95.999639,-1808.2764,0.042,-4031.98,-273.34,1,P;LI;C;ST,C,IB9048
09S,1305,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,,NYSE,100,100.51,-10051,-0.57,8901.12,-1150.45,1,LI;C,CS,IB9048
09S,1306,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-1,89.011702,-100.51,-0.0057,-89.01,-11.5,1,LI;C;ST,C,IB9048
09S,1307,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-5,89.01941,-5.0255,-0.000285,-445.1,-57.48,1,LI;C;ST;ST,C,IB9048
09S,1308,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-6,89.028752,-0.30153,-0.0000171,-534.17,-68.92,1,LI;C;ST;ST;ST,C,IB9048
09S,1309,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-6,89.018638,-0.0180918,-0.000001026,-534.11,-68.98,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1310,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-12,89.009816,-0.002171016,-1.2312E-07,-1068.12,-138.07,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1311,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-28,89.005398,-0.000607884,-3.44736E-08,-2492.15,-322.29,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1312,S,LNKD,LNKD,,,,2012-08-01 12:02:11,100,2012-07-27 11:40:21,NYSE,-42,89.010939,-0.000255311,-1.44789E-08,-3738.46,-483.2,1,LI;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1313,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,,ARCA,100,99.01,-9901,-0.51,9294.06,-607.45,1,LI;C,CS,IB9048
09S,1314,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-9,92.956929,-891.09,-0.0459,-836.61,-54.52,1,LI;C;ST,C,IB9048
09S,1315,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-29,92.942917,-258.4161,-0.013311,-2695.34,-176.09,1,LI;C;ST;ST,C,IB9048
09S,1316,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-14,92.935912,-36.178254,-0.00186354,-1301.1,-85.11,1,LI;C;ST;ST;ST,C,IB9048
09S,1317,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-21,92.936373,-7.59743334,-0.000391343,-1951.66,-127.65,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1318,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-2,92.932586,-0.151948667,-7.82687E-06,-185.87,-12.17,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1319,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-2,92.851577,-0.003038973,-1.56537E-07,-185.7,-12.33,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1320,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-3,92.954653,-9.11692E-05,-4.69612E-09,-278.86,-18.18,1,LI;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1321,S,LNKD,LNKD,,,,2012-08-01 13:13:34,100,2012-07-27 10:26:10,ARCA,-20,92.945311,-1.82338E-05,-9.39224E-10,-1858.91,-121.4,1,LI;C;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1322,S,LNKD,LNKD,,,,2012-08-01 14:57:49,100,,ARCA,100,98.01,-9801,-0.51,9887.1,85.59,1,LI;C,CS,IB9048
09S,1323,S,LNKD,LNKD,,,,2012-08-01 14:57:49,100,2012-06-22 15:55:06,ARCA,-7,98.771715,-686.07,-0.0357,-691.4,5.3,1,LI;C;ST,C,IB9048
09S,1324,S,LNKD,LNKD,,,,2012-08-01 14:57:49,100,2012-06-22 15:55:06,ARCA,-43,98.885095,-295.0101,-0.015351,-4252.06,37.41,1,LI;C;ST;ST,C,IB9048
09S,1325,S,LNKD,LNKD,,,,2012-08-01 14:57:49,100,2012-06-22 15:55:06,ARCA,-50,98.872803,-147.50505,-0.0076755,-4943.64,42.88,1,LI;C;ST;ST;ST,C,IB9048
09S,1326,S,ATML,ATML,,,,2012-08-02 08:09:01,1000,,ARCA,1000,5.45,-5450,-1.6,5451.6,0,1,O,O,IB9048
09S,1327,S,LNKD,LNKD,,,,2012-08-02 11:14:00,100,,ARCA,100,93.01,-9301,-0.51,9573.06,271.55,1,LI;C,CS,IB9048
09S,1328,S,LNKD,LNKD,,,,2012-08-02 11:14:00,100,2012-06-22 14:55:44,ARCA,-50,95.737616,-4650.5,-0.255,-4786.88,136.13,1,LI;C;ST,C,IB9048
09S,1329,S,LNKD,LNKD,,,,2012-08-02 11:14:00,100,2012-06-22 14:55:44,ARCA,-50,95.723603,-2325.25,-0.1275,-4786.18,135.42,1,LI;C;ST;ST,C,IB9048
09S,1330,S,LNKD,LNKD,,,,2012-08-02 12:00:29,-100,,ARCA,-100,93.76,9376,-0.72,-9375.28,841.23,1,O,O,IB9048
09S,1331,S,LNKD,LNKD,,,,2012-08-02 12:34:38,100,,ARCA,100,93.01,-9301,-0.51,8534.05,-767.46,1,LI;C,CS,IB9048
09S,1332,S,LNKD,LNKD,,,,2012-08-02 12:34:38,100,2012-08-02 12:00:29,ARCA,-80,85.346523,-7440.8,-0.408,-6827.72,-613.49,1,LI;C;ST,C,IB9048
09S,1333,S,LNKD,LNKD,,,,2012-08-02 12:34:38,100,2012-08-02 12:00:29,ARCA,-2,85.318638,-148.816,-0.00816,-170.64,-15.39,1,LI;C;ST;ST,C,IB9048
09S,1334,S,LNKD,LNKD,,,,2012-08-02 12:34:38,100,2012-08-02 12:00:29,ARCA,-6,85.310492,-8.92896,-0.0004896,-511.86,-46.23,1,LI;C;ST;ST;ST,C,IB9048
09S,1335,S,LNKD,LNKD,,,,2012-08-02 12:34:38,100,2012-08-02 12:00:29,ARCA,-12,85.318639,-1.0714752,-0.000058752,-1023.82,-92.36,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1336,S,LNKD,LNKD,,,,2012-08-02 13:11:56,-100,,NYSE,-62,93.76,5813.12,-0.75,-5812.37,404,1,P;O,O,IB9048
09S,1337,S,LNKD,LNKD,,,,2012-08-02 13:11:56,-100,,NYSE,-38,93.76,3562.88,-0.03,-3562.85,247.31,1,P;O,O,IB9048
09S,1338,S,ANR,ANR,,,,2012-08-02 13:20:54,300,,NYSE,300,6.75,-2025,-0.66,2025.66,0,1,O,O,IB9048
09S,1339,S,ARNA,ARNA,,,,2012-08-02 13:36:08,500,,ARCA,250,7.68,-1920,-0.4,1920.4,0,1,P;O,O,IB9048
09S,1340,S,ARNA,ARNA,,,,2012-08-02 13:36:08,500,,ARCA,40,7.68,-307.2,-0.06,307.26,0,1,P;O,O,IB9048
09S,1341,S,ARNA,ARNA,,,,2012-08-02 13:36:08,500,,ARCA,200,7.68,-1536,-0.32,1536.32,0,1,P;O,O,IB9048
09S,1342,S,ARNA,ARNA,,,,2012-08-02 13:36:08,500,,ARCA,10,7.68,-76.8,-0.02,76.82,0,1,P;O,O,IB9048
09S,1343,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,,NYSE,100,93.01,-9301,-0.57,8723.91,-577.66,1,LI;C,CS,IB9048
09S,1344,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-38,87.251139,-3534.38,-0.2166,-3315.54,-219.05,1,LI;C;ST,C,IB9048
09S,1345,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-3,87.144848,-106.0314,-0.006498,-261.43,-17.61,1,LI;C;ST;ST,C,IB9048
09S,1346,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-4,87.239838,-4.241256,-0.00025992,-348.96,-23.1,1,LI;C;ST;ST;ST,C,IB9048
09S,1347,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-2,87.064018,-0.08482512,-5.1984E-06,-174.13,-11.9,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1348,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-6,87.364212,-0.005089507,-3.11904E-07,-524.19,-33.91,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1349,S,LNKD,LNKD,,,,2012-08-02 13:38:25,100,2012-08-02 13:11:56,NYSE,-47,87.226759,-0.002392068,-1.46595E-07,-4099.66,-272.08,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1350,S,LNKD,LNKD,,,,2012-08-02 15:45:16,-100,,ARCA,-100,93.76,9376,-0.72,-9375.28,1150.45,1,O,O,IB9048
09S,1351,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,,ARCA,100,93.01,-9301,-0.51,8224.83,-1076.68,1,LI;C,CS,IB9048
09S,1352,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-1,82.24879,-93.01,-0.0051,-82.25,-10.77,1,LI;C;ST,C,IB9048
09S,1353,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-5,82.256498,-4.6505,-0.000255,-411.28,-53.79,1,LI;C;ST;ST,C,IB9048
09S,1354,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-6,82.265839,-0.27903,-0.0000153,-493.6,-64.5,1,LI;C;ST;ST;ST,C,IB9048
09S,1355,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-6,82.255725,-0.0167418,-0.000000918,-493.53,-64.56,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1356,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-12,82.246904,-0.002009016,-1.1016E-07,-986.96,-129.22,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1357,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-28,82.242485,-0.000562524,-3.08448E-08,-2302.79,-301.63,1,LI;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1358,S,LNKD,LNKD,,,,2012-08-02 15:52:02,100,2012-08-02 15:45:16,ARCA,-42,82.248026,-0.00023626,-1.29548E-08,-3454.42,-452.22,1,LI;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,1359,S,LNKD,LNKD,,,,2012-08-02 16:22:24,-100,,ARCA,-100,96.67,9667,-0.73,-9666.27,607.45,1,O,O,IB9048
09S,1360,S,LNKD,LNKD,,,,2012-08-02 16:34:32,-100,,ARCA,-85,97.52,8289.2,-0.72,-8288.48,651.97,1,P;O,O,IB9048
09S,1361,S,LNKD,LNKD,,,,2012-08-02 16:34:43,-100,,ARCA,-15,97.52,1462.8,0,-1462.8,115.5,1,P;O,O,IB9048
09S,1362,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,,ARCA,100,96.51,-9651,-0.51,8983.81,-667.7,1,LI;C,CS,IB9048
09S,1363,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,2012-08-02 16:34:43,ARCA,-2,89.823248,-193.02,-0.0102,-179.65,-13.38,1,LI;C;ST,C,IB9048
09S,1364,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,2012-08-02 16:34:43,ARCA,-6,89.815102,-11.5812,-0.000612,-538.89,-40.2,1,LI;C;ST;ST,C,IB9048
09S,1365,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,2012-08-02 16:34:43,ARCA,-7,89.823248,-0.810684,-0.00004284,-628.76,-46.84,1,LI;C;ST;ST;ST,C,IB9048
09S,1366,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,2012-08-02 16:34:32,ARCA,-5,89.815006,-0.0405342,-0.000002142,-449.08,-33.5,1,LI;C;ST;ST;ST;ST,C,IB9048
09S,1367,S,LNKD,LNKD,,,,2012-08-02 16:37:20,100,2012-08-02 16:34:32,ARCA,-80,89.84289,-0.03242736,-1.7136E-06,-7187.43,-533.78,1,LI;C;ST;ST;ST;ST;ST,C,IB9048
09S,1368,S,LNKD,LNKD,,,,2012-08-02 16:41:23,-100,,ARCA,-60,97.52,5851.2,-0.72,-5850.48,347.02,1,P;O,O,IB9048
09S,1369,S,LNKD,LNKD,,,,2012-08-02 16:42:41,-100,,ARCA,-40,97.52,3900.8,-0.01,-3900.79,230.64,1,P;O,O,IB9048
09S,1370,S,LNKD,LNKD,,,,2012-08-02 18:17:47,-100,,ARCA,-75,100.52,7539,-0.73,-7538.27,807.69,1,P;O,O,IB9048
09S,1371,S,LNKD,LNKD,,,,2012-08-02 18:17:51,-100,,ARCA,-25,100.52,2513,-0.01,-2512.99,268.99,1,P;O,O,IB9048
09S,1372,S,ATML,ATML,,,,2012-08-03 09:30:00,-200,,ISLAND,-200,5.66,1132,-0.87,-1090.32,40.81,1,LI;C,CS,IB9048
09S,1373,S,ATML,ATML,,,,2012-08-03 09:30:00,-200,2012-08-02 08:09:01,ISLAND,200,5.451603,1132,-0.87,1090.32,40.81,1,LI;C;ST,C,IB9048
09S,1374,S,ANR,ANR,,,,2012-08-03 11:45:57,-300,,NYSE,-300,7.07,2121,-0.71,-2025.66,94.63,1,LI;C,CS,IB9048
09S,1375,S,ANR,ANR,,,,2012-08-03 11:45:57,-300,2012-08-02 13:20:54,NYSE,300,6.752203,2121,-0.71,2025.66,94.63,1,LI;C;ST,C,IB9048
09S,1376,O,AAPL 17NOV12 660.0 C,AAPL,2012-11-17,660,C,2012-08-03 11:52:25,-1,,NASDAQOM,-1,18.7,1870,-0.66,-1869.34,0,100,O,O,IB9048
09S,1377,O,AAPL 17NOV12 665.0 C,AAPL,2012-11-17,665,C,2012-08-03 11:54:47,-1,,CBOE,-1,17.2,1720,-1.1,-1718.9,0,100,O,O,IB9048
09S,1378,O,AAPL 20OCT12 660.0 C,AAPL,2012-10-20,660,C,2012-08-03 11:55:50,-1,,CBOE,-1,12.5,1250,-1.09,-1248.91,0,100,O,O,IB9048
