filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,yr,inputLine,SecType,bkrGroup,account,LS,OC,multi
60518S,AAPL 21APR12 675.0 C,2012-04-20 16:20:00,AAPL,2012-04-21 00:00:00,675.00,C,--,2,0,0,0.00,0,748.53,748.53,0,Ep;C,2,12,244,O,574,IB9048,L,C,100
60518S,AXL 21APR12 12.0 C,2012-04-20 16:20:00,AXL,2012-04-21 00:00:00,12.00,C,--,4,0,0,0.00,0,138.31,138.31,0,Ep;C,4,12,245,O,668,IB9048,L,C,100
60518S,BHP 21APR12 70.0 P,2012-04-20 16:20:00,BHP,2012-04-21 00:00:00,70.00,P,--,4,0,0,0.00,0,797.09,797.09,0,Ep;C,4,12,246,O,700,IB9048,L,C,100
60518S,BJRI 21APR12 50.0 C,2012-04-20 16:20:00,BJRI,2012-04-21 00:00:00,50.00,C,--,2,0,0,0.00,0,438.54,438.54,0,Ep;C,2,12,247,O,707,IB9048,L,C,100
60518S,BJRI 21APR12 45.0 P,2012-04-20 16:20:00,BJRI,2012-04-21 00:00:00,45.00,P,--,6,0,0,0.00,0,625.64,625.64,0,Ep;C,6,12,248,O,712,IB9048,L,C,100
60518S,LNKD 21APR12 95.0 C,2012-04-20 16:20:00,LNKD,2012-04-21 00:00:00,95.00,C,--,4,0,0,0.00,0,1517.07,0.00,0,A;C,4,12,249,O,811,IB9048,L,C,100
60518S,LNKD 21APR12 85.0 P,2012-04-20 16:20:00,LNKD,2012-04-21 00:00:00,85.00,P,--,8,0,0,0.00,0,1474.98,1474.98,0,Ep;C,8,12,250,O,815,IB9048,L,C,100
60518S,LNKD 27APR12 105.0 C,2012-04-23 12:30:44,LNKD,2012-04-27 00:00:00,105.00,C,BATS,-2,1.1,0.809272,220.00,0.05,-220.05,0.00,58.15,O,-2,12,251,O,816,IB9048,S,O,100
60518S,LNKD 19MAY12 85.0 P,2012-04-23 12:41:52,LNKD,2012-05-19 00:00:00,85.00,P,PHLX,-4,2.3,2.42446,920.00,-2.92,-917.08,0.00,-49.78,O,-4,12,252,O,818,IB9048,S,O,100
60518S,LNKD,2012-04-23 13:18:36,LNKD,,,,ARCA,100,99.2,99.55,-9920.00,-0.51,8692.98,-1227.53,35,LI;C,100,12,253,S,269,IB9048,L,C,1
60518S,AAPL 27APR12 535.0 P,2012-04-24 12:38:34,AAPL,2012-04-27 00:00:00,535.00,P,NASDAQOM,-2,8.1,6.985705,1620.00,-0.61,-1619.39,0.00,222.86,O,-2,12,254,O,575,IB9048,S,O,100
60518S,AAPL 19MAY12 535.0 P,2012-04-24 12:40:43,AAPL,2012-05-19 00:00:00,535.00,P,NASDAQOM,-2,15.05,13.83781,3010.00,-0.64,-3009.36,0.00,242.44,O,-2,12,255,O,577,IB9048,S,O,100
60518S,LNKD 19MAY12 85.0 P,2012-04-25 14:49:03,LNKD,2012-05-19 00:00:00,85.00,P,PHLX,1,1.85,1.821009,-185.00,-1.02,229.27,43.25,-2.9,P;LI;C,4,12,256,O,819,IB9048,L,C,100
60518S,LNKD 19MAY12 85.0 P,2012-04-25 14:49:18,LNKD,2012-05-19 00:00:00,85.00,P,PHLX,3,1.85,1.821009,-555.00,-1.87,687.81,130.94,-8.7,P;LI;C,4,12,257,O,820,IB9048,L,C,100
60518S,LNKD 18JAN14 125.0 C,2012-04-25 15:24:55,LNKD,2014-01-18 00:00:00,125.00,C,BATS,-1,17.6,17.61211,1760.00,-0.31,-1759.69,0.00,-1.21,O,-1,12,258,O,822,IB9048,S,O,100
60518S,AFL,2012-04-25 15:36:28,AFL,,,,NYSE,300,45.41,45.26,-13623.00,-0.66,13623.66,0.00,-45,O,300,12,259,S,14,IB9048,L,O,1
60518S,LNKD,2012-04-27 16:20:00,LNKD,,,,--,-200,105,108.45,21000.00,-0.47,-20999.53,1227.53,-690,A;O,-200,12,260,S,270,IB9048,S,O,1
60518S,AAPL 27APR12 535.0 P,2012-04-27 16:20:00,AAPL,2012-04-27 00:00:00,535.00,P,--,2,0,0,0.00,0,1619.39,1619.39,0,Ep;C,2,12,261,O,576,IB9048,L,C,100
60518S,LNKD 27APR12 105.0 C,2012-04-27 16:20:00,LNKD,2012-04-27 00:00:00,105.00,C,--,2,0,4.72,0.00,0,220.05,0.00,944,A;C,2,12,262,O,817,IB9048,L,C,100
60518S,BKS 16JUN12 19.0 C,2012-04-30 10:09:34,BKS,2012-06-16 00:00:00,19.00,C,BATS,-4,4.3,2.970335,1720.00,0.06,-1720.06,0.00,531.87,O,-4,12,263,O,716,IB9048,S,O,100
60518S,BKS 21JUL12 24.0 C,2012-04-30 10:10:40,BKS,2012-07-21 00:00:00,24.00,C,BATS,-4,2.2,1.436523,880.00,0.08,-880.08,0.00,305.39,O,-4,12,264,O,725,IB9048,S,O,100
60518S,BKS 19MAY12 22.0 C,2012-04-30 10:34:10,BKS,2012-05-19 00:00:00,22.00,C,CBOE,-3,2.15,1.036711,645.00,-2.19,-642.81,0.00,333.99,P;O,-4,12,265,O,713,IB9048,S,O,100
60518S,BKS 19MAY12 22.0 C,2012-04-30 10:34:13,BKS,2012-05-19 00:00:00,22.00,C,CBOE,-1,2.15,1.036711,215.00,-0.73,-214.27,0.00,111.33,P;O,-4,12,266,O,714,IB9048,S,O,100
60518S,AXL,2012-04-30 15:57:57,AXL,,,,NYSE,200,9.71,9.69,-1942.00,-0.44,1942.44,0.00,-4,O,200,12,267,S,163,IB9048,L,O,1
60518S,AAPL 16JUN12 590.0 C,2012-04-30 15:59:29,AAPL,2012-06-16 00:00:00,590.00,C,NASDAQOM,1,23.55,23.571816,-2355.00,-0.58,2355.58,0.00,2.18,O,1,12,268,O,580,IB9048,L,O,100
60518S,AXL,2012-05-01 13:27:00,AXL,,,,NYSE,-100,10.02,9.98,1002.00,-0.59,-971.22,30.19,4,P;LI;C,-200,12,269,S,164,IB9048,S,C,1
60518S,AXL,2012-05-01 13:27:27,AXL,,,,NYSE,-100,10.02,9.98,1002.00,0.11,-971.22,30.89,4,P;LI;C,-200,12,270,S,165,IB9048,S,C,1
60518S,BKS 16JUN12 19.0 C,2012-05-01 15:38:04,BKS,2012-06-16 00:00:00,19.00,C,BATS,4,2.1,1.928726,-840.00,0.1,1720.06,880.17,-68.51,LI;C,4,12,271,O,717,IB9048,L,C,100
60518S,DAR,2012-05-02 00:00:00,DAR,,,,--,-0.6667,0.0004,0.4,0.00,0,0.00,0.00,-0.27,O,-0.6667,12,272,S,1,IB9048,S,O,1
60518S,DAR,2012-05-02 00:00:00,DAR,,,,--,-0.6667,0.0004,0.41,0.00,0,-0.37,-0.37,-0.27,LI;C,-0.6667,12,273,S,2,IB9048,S,C,1
60518S,DAR,2012-05-02 00:00:00,DAR,,,,--,0.6667,0.0004,0.41,0.00,0,0.00,0.00,0.27,Ca,0.6667,12,274,S,3,IB9048,L,C,1
60518S,AAPL 19MAY12 535.0 P,2012-05-02 14:50:54,AAPL,2012-05-19 00:00:00,535.00,P,NASDAQOM,1,1.7,1.582527,-170.00,-0.58,1504.68,1334.10,-11.75,P;LI;C,2,12,275,O,578,IB9048,L,C,100
60518S,AAPL 19MAY12 535.0 P,2012-05-02 14:50:55,AAPL,2012-05-19 00:00:00,535.00,P,NASDAQOM,1,1.7,1.582527,-170.00,0.02,1504.68,1334.70,-11.75,P;LI;C,2,12,276,O,579,IB9048,L,C,100
60518S,BKS 21JUL12 24.0 C,2012-05-02 15:54:15,BKS,2012-07-21 00:00:00,24.00,C,BATS,1,0.6,0.616786,-60.00,-0.27,220.02,159.75,1.68,P;LI;C,4,12,277,O,726,IB9048,L,C,100
60518S,BKS 21JUL12 24.0 C,2012-05-02 15:55:21,BKS,2012-07-21 00:00:00,24.00,C,BATS,3,0.6,0.616786,-180.00,0.38,660.06,480.44,5.04,P;LI;C,4,12,278,O,727,IB9048,L,C,100
60518S,BKS 19MAY12 22.0 C,2012-05-02 15:59:00,BKS,2012-05-19 00:00:00,22.00,C,CBOE,4,0.1,0.107144,-40.00,-2.9,857.08,814.18,2.86,LI;C,4,12,279,O,715,IB9048,L,C,100
60518S,CAR,2012-05-02 16:47:46,CAR,,,,ISLAND,-496,16.72,16.85,8293.12,-0.93,-7286.09,1006.10,-64.48,P;LI;C,-600,12,280,S,226,IB9048,S,C,1
60518S,CAR,2012-05-02 16:55:39,CAR,,,,ISLAND,-22,16.72,16.85,367.84,-0.04,-323.17,44.63,-2.86,P;LI;C,-600,12,281,S,227,IB9048,S,C,1
60518S,CAR,2012-05-02 17:00:54,CAR,,,,ISLAND,-24,16.72,16.85,401.28,-0.05,-352.55,48.68,-3.12,P;LI;C,-600,12,282,S,228,IB9048,S,C,1
60518S,CAR,2012-05-02 17:03:18,CAR,,,,ISLAND,-58,16.72,16.85,969.76,-0.11,-852.00,117.65,-7.54,P;LI;C,-600,12,283,S,229,IB9048,S,C,1
60518S,BJRI,2012-05-03 13:44:10,BJRI,,,,ISLAND,106,43.25,43.25,-4584.50,-0.49,4986.44,401.45,0,P;LI;C,200,12,284,S,168,IB9048,L,C,1
60518S,BJRI,2012-05-03 13:44:10,BJRI,,,,ISLAND,1,43.25,43.25,-43.25,0,47.04,3.79,0,P;LI;C,200,12,285,S,169,IB9048,L,C,1
60518S,BJRI,2012-05-03 13:44:10,BJRI,,,,ISLAND,1,43.25,43.25,-43.25,0,47.04,3.79,0,P;LI;C,200,12,286,S,170,IB9048,L,C,1
60518S,BJRI,2012-05-03 13:44:10,BJRI,,,,ISLAND,4,43.25,43.25,-173.00,0.01,188.17,15.18,0,P;LI;C,200,12,287,S,171,IB9048,L,C,1
60518S,BJRI,2012-05-03 13:44:26,BJRI,,,,ISLAND,88,43.25,43.25,-3806.00,0.18,4139.69,333.86,0,P;LI;C,200,12,288,S,172,IB9048,L,C,1
60518S,LNKD 18JAN14 125.0 C,2012-05-07 12:26:51,LNKD,2014-01-18 00:00:00,125.00,C,ISE,-2,25.7,23.868229,5140.00,-1.56,-5138.44,0.00,366.35,O,-2,12,289,O,823,IB9048,S,O,100
60518S,LNKD,2012-05-07 15:54:42,LNKD,,,,NYSE,37,110.96,111.48,-4105.52,-0.65,3471.43,-634.74,19.24,P;LI;C,100,12,290,S,271,IB9048,L,C,1
60518S,LNKD,2012-05-07 15:54:42,LNKD,,,,NYSE,63,110.96,111.48,-6990.48,0.08,5910.82,-1079.58,32.76,P;LI;C,100,12,291,S,272,IB9048,L,C,1
60518S,C,2012-05-11 10:51:21,C,,,,NYSE,100,29.61,29.35,-2961.00,-0.57,2961.57,0.00,-26,P;O,200,12,292,S,183,IB9048,L,O,1
60518S,C,2012-05-11 10:53:02,C,,,,NYSE,100,29.61,29.35,-2961.00,0.13,2960.87,0.00,-26,P;O,200,12,293,S,184,IB9048,L,O,1
60518S,C 19MAY12 29.0 P,2012-05-11 12:59:28,C,2012-05-19 00:00:00,29.00,P,CBOE,-3,0.4,0.509622,120.00,-2.18,-117.82,0.00,-32.89,P;O,-4,12,294,O,766,IB9048,S,O,100
60518S,C 19MAY12 29.0 P,2012-05-11 12:59:29,C,2012-05-19 00:00:00,29.00,P,CBOE,-1,0.4,0.509622,40.00,-0.73,-39.27,0.00,-10.96,P;O,-4,12,295,O,767,IB9048,S,O,100
60518S,LNKD,2012-05-14 15:24:55,LNKD,,,,NYSE,-100,110.6,110.5,11060.00,-0.82,-11059.18,1714.32,10,O,-100,12,296,S,273,IB9048,S,O,1
60518S,LNKD,2012-05-15 09:33:40,LNKD,,,,BATS,2,109.01,110.56,-218.02,-0.7,186.87,-31.84,3.1,P;LI;C,100,12,297,S,274,IB9048,L,C,1
60518S,LNKD,2012-05-15 09:33:42,LNKD,,,,BATS,98,109.01,110.56,-10682.98,0.23,9157.99,-1524.76,151.9,P;LI;C,100,12,298,S,275,IB9048,L,C,1
60518S,LNKD,2012-05-15 10:50:27,LNKD,,,,NYSE,-100,113.95,110.56,11395.00,-0.83,-11394.17,1556.61,339,O,-100,12,299,S,276,IB9048,S,O,1
60518S,LNKD,2012-05-15 11:01:50,LNKD,,,,ARCA,100,113.05,110.56,-11305.00,-0.51,9837.57,-1467.94,-249,LI;C,100,12,300,S,277,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:34:39,LNKD,,,,NYSE,100,107.84,104.95,-10784.00,-0.57,10609.79,-174.78,-289,LI;C,100,12,301,S,278,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:45:41,LNKD,,,,NYSE,-100,108.35,104.95,10835.00,-0.81,-10834.19,1467.94,340,O,-100,12,302,S,279,IB9048,S,O,1
60518S,LNKD,2012-05-17 11:48:02,LNKD,,,,ARCA,100,107.8,104.95,-10780.00,-0.51,9366.24,-1414.27,-285,LI;C,100,12,303,S,280,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:51:24,LNKD,,,,ARCA,100,107.55,104.95,-10755.00,-0.51,9879.06,-876.45,-260,LI;C,100,12,304,S,281,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:51:39,LNKD,,,,ARCA,-99,107.79,104.95,10671.21,-0.75,-10670.46,173.03,281.16,P;O,-100,12,305,S,282,IB9048,S,O,1
60518S,LNKD,2012-05-17 11:51:39,LNKD,,,,ARCA,-1,107.79,104.95,107.79,0,-107.79,1.75,2.84,P;O,-100,12,306,S,283,IB9048,S,O,1
60518S,LNKD,2012-05-17 11:53:27,LNKD,,,,ARCA,100,107.55,104.95,-10755.00,-0.51,10603.47,-152.05,-260,LI;C,100,12,307,S,284,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:54:53,LNKD,,,,NYSE,-100,107.74,104.95,10774.00,-0.81,-10773.19,1414.27,279,O,-100,12,308,S,285,IB9048,S,O,1
60518S,LNKD,2012-05-17 11:55:48,LNKD,,,,NYSE,25,107.52,104.95,-2688.00,-0.67,2338.91,-349.76,-64.25,P;LI;C,100,12,309,S,286,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:55:49,LNKD,,,,BATS,20,107.52,104.95,-2150.40,0.05,1871.84,-278.52,-51.4,P;LI;C,100,12,310,S,287,IB9048,L,C,1
60518S,LNKD,2012-05-17 11:56:15,LNKD,,,,BATS,55,107.52,104.95,-5913.60,0.13,5148.18,-765.30,-141.35,P;LI;C,100,12,311,S,288,IB9048,L,C,1
60518S,LNKD,2012-05-17 12:02:48,LNKD,,,,ARCA,100,107,104.95,-10700.00,-0.51,9879.06,-821.45,-205,LI;C,100,12,312,S,289,IB9048,L,C,1
60518S,LNKD,2012-05-17 12:12:34,LNKD,,,,NYSE,100,106.85,104.95,-10685.00,-0.57,9879.06,-806.51,-190,LI;C,100,12,313,S,290,IB9048,L,C,1
60518S,LNKD,2012-05-17 12:29:04,LNKD,,,,ARCA,-100,107.13,104.95,10713.00,-0.75,-10712.25,876.45,218,O,-100,12,314,S,291,IB9048,S,O,1
60518S,LNKD,2012-05-17 12:41:37,LNKD,,,,ARCA,-100,107.34,104.95,10734.00,-0.75,-10733.25,152.05,239,O,-100,12,315,S,292,IB9048,S,O,1
60518S,LNKD,2012-05-17 12:50:03,LNKD,,,,ARCA,-100,107.82,104.95,10782.00,-0.75,-10781.25,1393.57,287,O,-100,12,316,S,293,IB9048,S,O,1
60518S,LNKD,2012-05-17 12:58:34,LNKD,,,,ARCA,100,107.52,104.95,-10752.00,-0.51,9387.67,-1364.84,-257,LI;C,100,12,317,S,294,IB9048,L,C,1
60518S,LNKD,2012-05-17 13:22:39,LNKD,,,,NYSE,-7,108.55,104.95,759.85,-0.71,-759.14,57.50,25.2,P;O,-100,12,318,S,295,IB9048,S,O,1
60518S,LNKD,2012-05-17 13:23:04,LNKD,,,,BATS,-93,108.55,104.95,10095.15,-0.01,-10095.14,763.95,334.8,P;O,-100,12,319,S,296,IB9048,S,O,1
60518S,LNKD,2012-05-17 13:24:52,LNKD,,,,ARCA,100,108.32,104.95,-10832.00,-0.51,10032.82,-799.69,-337,LI;C,100,12,320,S,297,IB9048,L,C,1
60518S,LNKD,2012-05-17 13:30:39,LNKD,,,,ARCA,100,108.15,104.95,-10815.00,-0.51,10581.20,-234.31,-320,LI;C,100,12,321,S,298,IB9048,L,C,1
60518S,LNKD,2012-05-17 14:47:00,LNKD,,,,ARCA,100,106.45,104.95,-10645.00,-0.51,9835.79,-809.72,-150,LI;C,100,12,322,S,299,IB9048,L,C,1
60518S,LNKD,2012-05-17 14:48:01,LNKD,,,,NYSE,-100,106.65,104.95,10665.00,-0.81,-10664.19,806.51,170,O,-100,12,323,S,300,IB9048,S,O,1
60518S,LNKD,2012-05-17 14:52:18,LNKD,,,,ARCA,100,106.45,104.95,-10645.00,-0.51,9857.68,-787.83,-150,LI;C,100,12,324,S,301,IB9048,L,C,1
60518S,LNKD,2012-05-17 15:00:30,LNKD,,,,BATS,-100,106.74,104.95,10674.00,-0.71,-10673.29,1364.84,179,O,-100,12,325,S,302,IB9048,S,O,1
60518S,LNKD,2012-05-17 15:09:41,LNKD,,,,BATS,100,106.44,104.95,-10644.00,-0.47,9308.45,-1336.02,-149,LI;C,100,12,326,S,303,IB9048,L,C,1
60518S,LNKD,2012-05-17 15:14:55,LNKD,,,,ARCA,91,106.64,104.95,-9704.24,-0.53,8291.61,-1413.16,-153.79,P;LI;C,100,12,327,S,304,IB9048,L,C,1
60518S,LNKD,2012-05-17 15:15:32,LNKD,,,,ARCA,9,106.64,104.95,-959.76,0.02,820.05,-139.69,-15.21,P;LI;C,100,12,328,S,305,IB9048,L,C,1
60518S,LNKD,2012-05-18 15:22:44,LNKD,,,,ARCA,200,98.3,99.02,-19660.00,-0.32,18223.31,-1437.01,144,LI;C,200,12,329,S,306,IB9048,L,C,1
60518S,LNKD,2012-05-18 15:27:59,LNKD,,,,ARCA,-200,98.6,99.02,19720.00,-0.76,-19719.24,1033.99,-84,O,-200,12,330,S,307,IB9048,S,O,1
60518S,LNKD,2012-05-18 15:32:04,LNKD,,,,ARCA,200,98.3,99.02,-19660.00,-0.32,18685.24,-975.08,144,LI;C,200,12,331,S,308,IB9048,L,C,1
60518S,LNKD,2012-05-18 15:36:36,LNKD,,,,ARCA,-100,98.6,99.02,9860.00,-0.73,-9859.27,809.72,-42,O,-100,12,332,S,309,IB9048,S,O,1
60518S,LNKD,2012-05-18 15:46:22,LNKD,,,,ARCA,100,98.3,99.02,-9830.00,-0.51,9049.55,-780.96,72,LI;C,100,12,333,S,310,IB9048,L,C,1
60518S,ASYS,2012-05-18 16:20:00,ASYS,,,,--,900,7.5,4.11,-6750.00,0,6750.00,0.00,"-3,051.00",A;O,900,12,334,S,143,IB9048,L,O,1
60518S,C,2012-05-18 16:20:00,C,,,,--,400,29,26.01,-11600.00,0,11600.00,0.00,"-1,196.00",A;O,400,12,335,S,185,IB9048,L,O,1
60518S,ASYS 19MAY12 7.5 P,2012-05-18 16:20:00,ASYS,2012-05-19 00:00:00,7.50,P,--,9,0,0,0.00,0,488.47,0.00,0,A;C,9,12,336,O,658,IB9048,L,C,100
60518S,C 19MAY12 41.0 C,2012-05-18 16:20:00,C,2012-05-19 00:00:00,41.00,C,--,6,0,0,0.00,0,493.64,493.64,0,Ep;C,6,12,337,O,765,IB9048,L,C,100
60518S,C 19MAY12 29.0 P,2012-05-18 16:20:00,C,2012-05-19 00:00:00,29.00,P,--,4,0,0,0.00,0,157.10,0.00,0,A;C,4,12,338,O,768,IB9048,L,C,100
60518S,LNKD,2012-05-21 09:51:56,LNKD,,,,ARCA,100,92.6,96.84,-9260.00,-0.51,9111.65,-148.86,424,LI;C,100,12,339,S,311,IB9048,L,C,1
60518S,LNKD,2012-05-21 09:55:24,LNKD,,,,ARCA,-50,93.05,96.84,4652.50,-0.71,-4651.79,393.92,-189.5,P;O,-100,12,340,S,312,IB9048,S,O,1
60518S,LNKD,2012-05-21 09:55:29,LNKD,,,,ARCA,-50,93.05,96.84,4652.50,-0.01,-4652.49,393.92,-189.5,P;O,-100,12,341,S,313,IB9048,S,O,1
60518S,LNKD,2012-05-21 09:56:03,LNKD,,,,ARCA,-75,93.6,96.84,7020.00,-0.72,-7019.28,1001.38,-243,P;O,-100,12,342,S,314,IB9048,S,O,1
60518S,LNKD,2012-05-21 09:56:03,LNKD,,,,IBKRATS,-25,93.6,96.84,2340.00,0,-2340.00,334.64,-81,P;O,-100,12,343,S,315,IB9048,S,O,1
60518S,LNKD,2012-05-21 09:59:51,LNKD,,,,ARCA,-100,94.25,96.84,9425.00,-0.72,-9424.28,1552.86,-259,O,-100,12,344,S,316,IB9048,S,O,1
60518S,LNKD,2012-05-21 10:25:35,LNKD,,,,ARCA,-100,95.45,96.84,9545.00,-0.72,-9544.28,718.51,-139,O,-100,12,345,S,317,IB9048,S,O,1
60518S,LNKD,2012-05-21 15:19:27,LNKD,,,,ISLAND,-100,98.18,96.84,9818.00,-0.72,-9817.28,718.51,134,O,-100,12,346,S,318,IB9048,S,O,1
60518S,LNKD,2012-05-21 15:26:13,LNKD,,,,NYSE,100,97.95,96.84,-9795.00,-0.57,9098.77,-696.80,-111,LI;C,100,12,347,S,319,IB9048,L,C,1
60518S,LNKD,2012-05-22 13:30:13,LNKD,,,,ISLAND,-100,102.7,101.33,10270.00,-0.73,-10269.27,770.23,137,O,-100,12,348,S,320,IB9048,S,O,1
60518S,LNKD,2012-05-22 13:30:53,LNKD,,,,NYSE,100,102.57,101.33,-10257.00,-0.57,9499.04,-758.53,-124,LI;C,100,12,349,S,321,IB9048,L,C,1
60518S,LNKD,2012-05-23 16:43:10,LNKD,,,,ARCA,-100,103.72,103.56,10372.00,-0.74,-10371.26,204.85,16,O,-100,12,350,S,322,IB9048,S,O,1
60518S,LNKD,2012-05-24 07:52:46,LNKD,,,,ARCA,100,103.31,98.8,-10331.00,-0.51,10166.41,-165.10,-451,LI;C,100,12,351,S,323,IB9048,L,C,1
60518S,LNKD,2012-05-24 09:39:52,LNKD,,,,BATS,100,98.4,98.8,-9840.00,-0.47,8825.77,-1014.70,40,LI;C,100,12,352,S,324,IB9048,L,C,1
60518S,LNKD,2012-05-24 09:40:11,LNKD,,,,ARCA,-100,98.55,98.8,9855.00,-0.73,-9854.27,780.96,-25,O,-100,12,353,S,325,IB9048,S,O,1
60518S,LNKD,2012-05-24 09:40:58,LNKD,,,,BATS,-100,98.9,98.8,9890.00,-0.69,-9889.31,148.86,10,O,-100,12,354,S,326,IB9048,S,O,1
60518S,LNKD,2012-05-24 09:52:48,LNKD,,,,ARCA,100,98.55,98.8,-9855.00,-0.51,9740.45,-115.06,25,LI;C,100,12,355,S,327,IB9048,L,C,1
60518S,LNKD,2012-05-25 09:42:20,LNKD,,,,ARCA,-100,98.9,98.52,9890.00,-0.73,-9889.27,696.80,38,O,-100,12,356,S,328,IB9048,S,O,1
60518S,LNKD,2012-05-31 10:05:06,LNKD,,,,BATS,99,94.35,96.1,-9340.65,-0.47,7792.70,-1548.42,173.25,P;MSL;C,100,12,357,S,329,IB9048,L,C,1
60518S,LNKD,2012-05-31 10:05:06,LNKD,,,,BATS,1,94.35,96.1,-94.35,0,78.72,-15.63,1.75,P;MSL;C,100,12,358,S,330,IB9048,L,C,1
60518S,LNKD,2012-05-31 11:29:40,LNKD,,,,BATS,100,92.45,96.1,-9245.00,-0.47,8023.26,-1222.21,365,MSL;C,100,12,359,S,331,IB9048,L,C,1
60518S,LNKD,2012-05-31 11:35:17,LNKD,,,,NYSE,-100,93.15,96.1,9315.00,-0.78,-9314.22,758.53,-295,O,-100,12,360,S,332,IB9048,S,O,1
60518S,LNKD,2012-05-31 11:42:48,LNKD,,,,BATS,100,92.85,96.1,-9285.00,-0.47,8516.45,-769.02,325,MSL;C,100,12,361,S,333,IB9048,L,C,1
60518S,LNKD,2012-05-31 12:49:04,LNKD,,,,NYSE,-100,93.45,96.1,9345.00,-0.78,-9344.22,165.10,-265,O,-100,12,362,S,334,IB9048,S,O,1
60518S,LNKD,2012-06-01 10:41:13,LNKD,,,,NYSE,100,91.2,91.51,-9120.00,-0.57,8555.69,-564.88,31,MSL;C,100,12,363,S,335,IB9048,L,C,1
60518S,LNKD,2012-06-01 11:42:40,LNKD,,,,ARCA,-100,91.55,91.51,9155.00,-0.72,-9154.28,1014.70,4,O,-100,12,364,S,336,IB9048,S,O,1
60518S,LNKD,2012-06-01 12:28:14,LNKD,,,,NYSE,100,91.2,91.51,-9120.00,-0.57,8139.58,-980.99,31,P;MSL;C,200,12,365,S,337,IB9048,L,C,1
60518S,LNKD,2012-06-01 12:28:14,LNKD,,,,NYSE,100,91.2,91.51,-9120.00,0.13,8869.52,-250.35,31,P;MSL;C,200,12,366,S,338,IB9048,L,C,1
60518S,LNKD,2012-06-01 14:01:07,LNKD,,,,ARCA,100,90.83,91.51,-9083.00,-0.51,8869.52,-213.99,68,MSL;C,100,12,367,S,339,IB9048,L,C,1
60518S,LNKD,2012-06-01 14:24:59,LNKD,,,,IBKRATS,-50,91.04,91.51,4552.00,-0.04,-4551.96,57.53,-23.5,P;O,-100,12,368,S,340,IB9048,S,O,1
60518S,LNKD,2012-06-01 14:25:02,LNKD,,,,ARCA,-50,91.04,91.51,4552.00,-0.71,-4551.29,57.53,-23.5,P;O,-100,12,369,S,341,IB9048,S,O,1
60518S,AXL 16JUN12 9.0 P,2012-06-01 14:41:18,AXL,2012-06-16 00:00:00,9.00,P,PHLX,-5,0.55,0.624989,275.00,-3.63,-271.37,0.00,-37.49,P;O,-10,12,370,O,672,IB9048,S,O,100
60518S,AXL 16JUN12 9.0 P,2012-06-01 14:41:18,AXL,2012-06-16 00:00:00,9.00,P,PHLX,-5,0.55,0.624989,275.00,-3.63,-271.37,0.00,-37.49,P;O,-10,12,371,O,673,IB9048,S,O,100
60518S,LNKD,2012-06-05 12:06:15,LNKD,,,,BATS,-50,92.15,93,4607.50,-0.69,-4606.81,782.05,-42.5,P;O,-100,12,372,S,342,IB9048,S,O,1
60518S,LNKD,2012-06-05 12:06:17,LNKD,,,,BATS,-50,92.15,93,4607.50,0.01,-4607.51,782.00,-42.5,P;O,-100,12,373,S,343,IB9048,S,O,1
60518S,LNKD,2012-06-05 12:47:53,LNKD,,,,ARCA,100,91.85,93,-9185.00,-0.51,7650.27,-1535.24,115,MSL;C,100,12,374,S,344,IB9048,L,C,1
60518S,LNKD,2012-06-05 12:48:20,LNKD,,,,BYX,100,91.87,93,-9187.00,-0.7,8869.52,-318.18,113,MSL;C,100,12,375,S,345,IB9048,L,C,1
60518S,LNKD,2012-06-05 13:04:20,LNKD,,,,IBKRATS,-200,92.15,93,18430.00,-0.73,-18429.27,1991.23,-170,O,-200,12,376,S,346,IB9048,S,O,1
60518S,LNKD,2012-06-05 13:15:45,LNKD,,,,NYSE,100,91.8,93,-9180.00,-0.57,7992.42,-1188.15,120,MSL;C,100,12,377,S,347,IB9048,L,C,1
60518S,LNKD,2012-06-05 13:24:06,LNKD,,,,ARCA,-100,92.15,93,9215.00,-0.72,-9214.28,564.88,-85,O,-100,12,378,S,348,IB9048,S,O,1
60518S,LNKD,2012-06-05 15:10:59,LNKD,,,,NYSE,-88,92.45,93,8135.60,-0.77,-8134.83,220.31,-48.4,P;O,-100,12,379,S,349,IB9048,S,O,1
60518S,LNKD,2012-06-05 15:10:59,LNKD,,,,NYSE,-12,92.45,93,1109.40,-0.01,-1109.39,30.04,-6.6,P;O,-100,12,380,S,350,IB9048,S,O,1
60518S,LNKD,2012-06-06 10:09:08,LNKD,,,,ARCA,100,91.81,93.08,-9181.00,-0.51,8445.61,-735.90,127,MSL;C,100,12,381,S,351,IB9048,L,C,1
60518S,LNKD,2012-06-06 13:30:28,LNKD,,,,ARCA,-100,92.85,93.08,9285.00,-0.72,-9284.28,980.99,-23,O,-100,12,382,S,352,IB9048,S,O,1
