filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Q,Price,Basis,Realized_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType,Account,bkrGroup
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-28,88.55649,-2479.58,-418.58,ST,100,allocation,12,737,S,IB9048,463
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-22,92.983382,-2045.63,-178.91,ST,100,allocation,12,738,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-29,92.964295,-2695.96,-236.39,ST,100,allocation,12,739,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-20,92.936764,-1858.74,-163.58,ST,100,allocation,12,740,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-5,92.906699,-464.53,-41.05,ST,100,allocation,12,741,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-12,92.975526,-1115.71,-97.68,ST,100,allocation,12,742,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-10,92.96491,-929.65,-81.51,ST,100,allocation,12,743,S,IB9048,465
60518S,LNKD,7/12/2012 12:59,LNKD,,,,-2,92.889632,-185.78,-16.45,ST,100,allocation,12,744,S,IB9048,465
60518S,LNKD,7/13/2012,LNKD,,,,-100,,,1463.39,ST,,wash,12,745,S,IB9048,462
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-20,90.927845,-1818.56,-231.56,ST,100,allocation,12,746,S,IB9048,464
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-3,90.937187,-272.81,-34.71,ST,100,allocation,12,747,S,IB9048,464
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-2,90.834112,-181.67,-23.34,ST,100,allocation,12,748,S,IB9048,464
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-2,90.91512,-181.83,-23.18,ST,100,allocation,12,749,S,IB9048,464
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-50,90.939924,-4547,-578.29,ST,100,allocation,12,750,S,IB9048,464
60518S,LNKD,7/13/2012 9:41,LNKD,,,,-23,90.953937,-2091.94,-265.69,ST,100,allocation,12,751,S,IB9048,464
60518S,LNKD,7/17/2012,LNKD,,,,-80,,,652.54,ST,,wash,12,752,S,IB9048,470
60518S,LNKD,7/17/2012,LNKD,,,,-20,,,163.03,ST,,wash,12,753,S,IB9048,469
60518S,LNKD,7/17/2012,LNKD,,,,-100,,,1156.77,ST,,wash,12,754,S,IB9048,467
60518S,LNKD,7/17/2012,LNKD,,,,-100,,,1494.34,ST,,wash,12,755,S,IB9048,466
60518S,CADX,7/17/2012,CADX,,,,1000,,,5017.39,LT,,wash,12,756,S,IB9048,195
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-42,87.568321,-3677.87,-585.79,ST,100,allocation,12,757,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-28,87.562781,-2451.76,-390.68,ST,100,allocation,12,758,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-12,87.567199,-1050.81,-167.38,ST,100,allocation,12,759,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-6,87.576021,-525.46,-83.64,ST,100,allocation,12,760,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-6,87.586135,-525.52,-83.58,ST,100,allocation,12,761,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-5,87.576793,-437.88,-69.69,ST,100,allocation,12,762,S,IB9048,483
60518S,LNKD,7/17/2012 12:05,LNKD,,,,-1,87.569085,-87.57,-13.95,ST,100,allocation,12,763,S,IB9048,483
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-20,91.934114,-1838.68,-211.63,ST,100,allocation,12,764,S,IB9048,468
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-3,91.943456,-275.83,-31.72,ST,100,allocation,12,765,S,IB9048,468
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-2,91.84038,-183.68,-21.35,ST,100,allocation,12,766,S,IB9048,468
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-2,91.92139,-183.84,-21.19,ST,100,allocation,12,767,S,IB9048,468
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-50,91.946193,-4597.31,-528.48,ST,100,allocation,12,768,S,IB9048,468
60518S,LNKD,7/17/2012 12:24,LNKD,,,,-23,91.960205,-2115.08,-242.78,ST,100,allocation,12,769,S,IB9048,468
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-20,95.33254,-1906.65,-143.66,ST,100,allocation,12,770,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-22,95.386657,-2098.51,-156.84,ST,100,allocation,12,771,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-20,95.340039,-1906.8,-143.51,ST,100,allocation,12,772,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-9,95.36757,-858.31,-64.33,ST,100,allocation,12,773,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-5,95.309974,-476.55,-36.03,ST,100,allocation,12,774,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-12,95.378801,-1144.55,-85.64,ST,100,allocation,12,775,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-10,95.368186,-953.68,-71.48,ST,100,allocation,12,776,S,IB9048,474
60518S,LNKD,7/17/2012 14:45,LNKD,,,,-2,95.292906,-190.59,-14.45,ST,100,allocation,12,777,S,IB9048,474
60518S,CADX,7/17/2012 15:10,CADX,,,,-300,9.357963,2807.39,-1385.55,LT,-300,allocation,12,778,S,IB9048,210
60518S,CADX,7/17/2012 15:10,CADX,,,,-100,9.357963,935.8,-462.32,LT,-100,allocation,12,779,S,IB9048,209
60518S,CADX,7/17/2012 15:10,CADX,,,,-100,9.357963,935.8,-479.97,LT,-300,allocation,12,780,S,IB9048,204
60518S,CADX,7/17/2012 15:10,CADX,,,,-200,9.417662,1883.53,-971.87,LT,-300,allocation,12,781,S,IB9048,204
60518S,CADX,7/17/2012 15:10,CADX,,,,-80,9.417662,753.41,-405.54,LT,-80,allocation,12,782,S,IB9048,203
60518S,CADX,7/17/2012 15:10,CADX,,,,-20,9.417662,188.35,-101.35,LT,-40,allocation,12,783,S,IB9048,202
60518S,CADX,7/17/2012 15:10,CADX,,,,-20,9.419558,188.39,-101.39,LT,-40,allocation,12,784,S,IB9048,202
60518S,CADX,7/17/2012 15:10,CADX,,,,-40,9.419558,376.78,-202.71,LT,-40,allocation,12,785,S,IB9048,201
60518S,CADX,7/17/2012 15:10,CADX,,,,-40,9.419558,376.78,-202.71,LT,-40,allocation,12,786,S,IB9048,200
60518S,CADX,7/17/2012 15:10,CADX,,,,-100,9.426565,942.66,-508.17,LT,-100,allocation,12,787,S,IB9048,199
60518S,LNKD,7/18/2012,LNKD,,,,-100,,,1057.14,ST,,wash,12,788,S,IB9048,471
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-20,93.93036,-1878.61,-179.35,ST,48,allocation,12,789,S,IB9048,473
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-3,93.939702,-281.82,-26.87,ST,48,allocation,12,790,S,IB9048,473
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-2,93.836626,-187.67,-18.12,ST,48,allocation,12,791,S,IB9048,473
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-2,93.917636,-187.84,-17.96,ST,48,allocation,12,792,S,IB9048,473
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-21,93.94244,-1972.79,-188.06,ST,48,allocation,12,793,S,IB9048,473
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-29,93.94244,-2724.33,-260.12,ST,52,allocation,12,794,S,IB9048,472
60518S,LNKD,7/18/2012 9:59,LNKD,,,,-23,93.956452,-2161,-205.98,ST,52,allocation,12,795,S,IB9048,472
60518S,ANR,7/20/2012 16:20,ANR,,,,-400,6.747263,2698.91,156.39,ST,-400,allocation,12,796,S,IB9048,45
60518S,LNKD,7/23/2012,LNKD,,,,-43,,,307.51,ST,,wash,12,797,S,IB9048,479
60518S,LNKD,7/23/2012,LNKD,,,,-3,,,21.44,ST,,wash,12,798,S,IB9048,478
60518S,LNKD,7/23/2012,LNKD,,,,-51,,,365.6,ST,,wash,12,799,S,IB9048,477
60518S,LNKD,7/23/2012,LNKD,,,,-3,,,21.39,ST,,wash,12,800,S,IB9048,476
60518S,LNKD,7/23/2012,LNKD,,,,-100,,,896.47,ST,,wash,12,801,S,IB9048,475
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-20,94.544635,-1890.89,-153.42,ST,100,allocation,12,802,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-3,94.553977,-283.66,-22.99,ST,100,allocation,12,803,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-2,94.450902,-188.9,-15.53,ST,100,allocation,12,804,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-2,94.53191,-189.06,-15.37,ST,100,allocation,12,805,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-29,94.542241,-2741.72,-222.53,ST,100,allocation,12,806,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-23,94.556254,-2174.79,-176.17,ST,100,allocation,12,807,S,IB9048,482
60518S,LNKD,7/23/2012 13:10,LNKD,,,,-21,94.556715,-1985.69,-160.84,ST,100,allocation,12,808,S,IB9048,482
60518S,CELG,7/23/2012 13:50,CELG,,,,-100,65.651503,6565.15,200.19,ST,-100,allocation,12,809,S,IB9048,257
60518S,CELG,7/23/2012 13:50,CELG,,,,-100,65.651503,6565.15,100.19,ST,-100,allocation,12,810,S,IB9048,256
60518S,CADX,7/23/2012 13:57,CADX,,,,-100,9.216774,921.68,-453.85,LT,-300,allocation,12,811,S,IB9048,208
60518S,CADX,7/23/2012 13:57,CADX,,,,-40,9.195756,367.83,-180.7,LT,-300,allocation,12,812,S,IB9048,208
60518S,CADX,7/23/2012 13:57,CADX,,,,-40,9.195756,367.83,-180.7,LT,-300,allocation,12,813,S,IB9048,208
60518S,CADX,7/23/2012 13:57,CADX,,,,-20,9.197507,183.95,-90.38,LT,-300,allocation,12,814,S,IB9048,208
60518S,CADX,7/23/2012 13:57,CADX,,,,20,,,101.39,LT,,wash,12,815,S,IB9048,202
60518S,CADX,7/23/2012 13:57,CADX,,,,40,,,202.71,LT,,wash,12,816,S,IB9048,201
60518S,CADX,7/23/2012 13:57,CADX,,,,40,,,202.71,LT,,wash,12,817,S,IB9048,200
60518S,CADX,7/23/2012 13:57,CADX,,,,100,,,508.17,LT,,wash,12,818,S,IB9048,199
60518S,CADX,7/23/2012 14:00,CADX,,,,-20,9.199114,183.98,-90.42,LT,-300,allocation,12,819,S,IB9048,208
60518S,CADX,7/23/2012 14:00,CADX,,,,-80,9.200865,736.07,-361.81,LT,-300,allocation,12,820,S,IB9048,208
60518S,CADX,7/23/2012 14:00,CADX,,,,80,,,405.54,LT,,wash,12,821,S,IB9048,203
60518S,CADX,7/23/2012 14:00,CADX,,,,20,,,101.35,LT,,wash,12,822,S,IB9048,202
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-3,97.256369,-291.77,-19.05,ST,53,allocation,12,823,S,IB9048,481
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-20,97.43679,-1948.74,-123.42,ST,53,allocation,12,824,S,IB9048,481
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-20,97.44429,-1948.89,-123.27,ST,53,allocation,12,825,S,IB9048,481
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-10,97.490908,-974.91,-61.17,ST,53,allocation,12,826,S,IB9048,481
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-1,97.490908,-97.49,-6.13,ST,47,allocation,12,827,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-3,97.471821,-292.42,-18.46,ST,47,allocation,12,828,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-8,97.490908,-779.93,-49.06,ST,47,allocation,12,829,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-6,97.471821,-584.83,-36.91,ST,47,allocation,12,830,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-5,97.414224,-487.07,-31.05,ST,47,allocation,12,831,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-12,97.483051,-1169.8,-73.69,ST,47,allocation,12,832,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-10,97.472436,-974.72,-61.51,ST,47,allocation,12,833,S,IB9048,480
60518S,LNKD,7/23/2012 14:16,LNKD,,,,-2,97.397157,-194.79,-12.45,ST,47,allocation,12,834,S,IB9048,480
60518S,LNKD,7/25/2012,LNKD,,,,-100,,,616.17,ST,,wash,12,835,S,IB9048,484
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-3,96.400211,-289.2,-15.41,ST,24,allocation,12,836,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-1,96.419297,-96.42,-5.12,ST,24,allocation,12,837,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-8,96.419298,-771.35,-40.94,ST,24,allocation,12,838,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-6,96.40021,-578.4,-30.82,ST,24,allocation,12,839,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-5,96.342614,-481.71,-25.97,ST,24,allocation,12,840,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-1,96.200666,-96.2,-5.34,ST,24,allocation,12,841,S,IB9048,486
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-2,96.200666,-192.4,-10.63,ST,76,allocation,12,842,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-20,96.381086,-1927.62,-102.72,ST,76,allocation,12,843,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-20,96.388586,-1927.77,-102.57,ST,76,allocation,12,844,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-10,96.435204,-964.35,-50.82,ST,76,allocation,12,845,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-12,96.411441,-1156.94,-61.27,ST,76,allocation,12,846,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-10,96.400826,-964.01,-51.16,ST,76,allocation,12,847,S,IB9048,485
60518S,LNKD,7/25/2012 11:14,LNKD,,,,-2,96.325546,-192.65,-10.38,ST,76,allocation,12,848,S,IB9048,485
60518S,LNKD,7/26/2012,LNKD,,,,-100,,,513.18,ST,,wash,12,849,S,IB9048,495
60518S,LNKD,7/26/2012,LNKD,,,,-100,,,1394.71,ST,,wash,12,850,S,IB9048,491
60518S,LNKD,7/26/2012,LNKD,,,,-100,,,766.84,ST,,wash,12,851,S,IB9048,488
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-20,93.840949,-1876.82,-133.34,ST,65,allocation,12,852,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-3,93.850291,-281.55,-19.97,ST,65,allocation,12,853,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-2,93.747215,-187.49,-13.52,ST,65,allocation,12,854,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-2,93.828224,-187.66,-13.36,ST,65,allocation,12,855,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-29,93.838555,-2721.32,-193.41,ST,65,allocation,12,856,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-9,93.852567,-844.67,-59.9,ST,65,allocation,12,857,S,IB9048,490
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-14,93.852567,-1313.94,-93.47,ST,35,allocation,12,858,S,IB9048,489
60518S,LNKD,7/26/2012 11:13,LNKD,,,,-21,93.853028,-1970.91,-140.19,ST,35,allocation,12,859,S,IB9048,489
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-42,87.564635,-3677.71,-543.94,ST,100,allocation,12,860,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-28,87.559094,-2451.65,-362.79,ST,100,allocation,12,861,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-12,87.563513,-1050.76,-155.43,ST,100,allocation,12,862,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-6,87.572334,-525.43,-77.66,ST,100,allocation,12,863,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-6,87.582448,-525.49,-77.6,ST,100,allocation,12,864,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-5,87.573107,-437.87,-64.71,ST,100,allocation,12,865,S,IB9048,492
60518S,LNKD,7/26/2012 13:06,LNKD,,,,-1,87.565399,-87.57,-12.95,ST,100,allocation,12,866,S,IB9048,492
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-20,94.376432,-1887.53,-72.77,ST,100,allocation,12,867,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-20,94.383932,-1887.68,-72.62,ST,100,allocation,12,868,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-10,94.43055,-944.31,-35.85,ST,100,allocation,12,869,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-2,94.196012,-188.39,-7.64,ST,100,allocation,12,870,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-8,94.39467,-755.16,-28.96,ST,100,allocation,12,871,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-6,94.375583,-566.25,-21.84,ST,100,allocation,12,872,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-5,94.317986,-471.59,-18.49,ST,100,allocation,12,873,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-3,94.375583,-283.13,-10.92,ST,100,allocation,12,874,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-1,94.176038,-94.18,-3.84,ST,100,allocation,12,875,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-1,94.39467,-94.39,-3.62,ST,100,allocation,12,876,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-12,94.406787,-1132.88,-43.3,ST,100,allocation,12,877,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-10,94.396172,-943.96,-36.19,ST,100,allocation,12,878,S,IB9048,496
60518S,LNKD,7/26/2012 17:29,LNKD,,,,-2,94.320892,-188.64,-7.39,ST,100,allocation,12,879,S,IB9048,496
60518S,LNKD,7/27/2012,LNKD,,,,-100,,,877.68,ST,,wash,12,880,S,IB9048,501
60518S,LNKD,7/27/2012,LNKD,,,,-100,,,1295.08,ST,,wash,12,881,S,IB9048,500
60518S,LNKD,7/27/2012,LNKD,,,,-100,,,667.14,ST,,wash,12,882,S,IB9048,499
60518S,LNKD,7/27/2012,LNKD,,,,-100,,,1120.3,ST,,wash,12,883,S,IB9048,497
60518S,LNKD,7/27/2012 9:56,LNKD,,,,-86,88.40791,-7603.08,-912.27,ST,100,allocation,12,884,S,IB9048,498
60518S,LNKD,7/27/2012 9:56,LNKD,,,,-12,88.416056,-1060.99,-127.2,ST,100,allocation,12,885,S,IB9048,498
60518S,LNKD,7/27/2012 9:56,LNKD,,,,-2,88.416056,-176.83,-21.2,ST,100,allocation,12,886,S,IB9048,498
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-20,92.945311,-1858.91,-121.4,ST,100,allocation,12,887,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-3,92.954653,-278.86,-18.18,ST,100,allocation,12,888,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-2,92.851577,-185.7,-12.33,ST,100,allocation,12,889,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-2,92.932586,-185.87,-12.17,ST,100,allocation,12,890,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-21,92.936373,-1951.66,-127.65,ST,100,allocation,12,891,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-14,92.935912,-1301.1,-85.11,ST,100,allocation,12,892,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-29,92.942917,-2695.34,-176.09,ST,100,allocation,12,893,S,IB9048,518
60518S,LNKD,7/27/2012 10:26,LNKD,,,,-9,92.956929,-836.61,-54.52,ST,100,allocation,12,894,S,IB9048,518
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-42,89.010939,-3738.46,-483.2,ST,100,allocation,12,895,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-28,89.005398,-2492.15,-322.29,ST,100,allocation,12,896,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-12,89.009816,-1068.12,-138.07,ST,100,allocation,12,897,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-6,89.018638,-534.11,-68.98,ST,100,allocation,12,898,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-6,89.028752,-534.17,-68.92,ST,100,allocation,12,899,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-5,89.01941,-445.1,-57.48,ST,100,allocation,12,900,S,IB9048,517
60518S,LNKD,7/27/2012 11:40,LNKD,,,,-1,89.011702,-89.01,-11.5,ST,100,allocation,12,901,S,IB9048,517
60518S,LNKD,7/27/2012 15:18,LNKD,,,,-89,94.332676,-8395.61,-692.69,ST,100,allocation,12,902,S,IB9048,508
60518S,LNKD,7/27/2012 15:18,LNKD,,,,-2,94.169935,-188.34,-15.89,ST,100,allocation,12,903,S,IB9048,508
60518S,LNKD,7/27/2012 15:18,LNKD,,,,-6,94.47013,-566.82,-45.87,ST,100,allocation,12,904,S,IB9048,508
60518S,LNKD,7/27/2012 15:18,LNKD,,,,-3,94.250765,-282.75,-23.59,ST,100,allocation,12,905,S,IB9048,508
60518S,LNKD,7/30/2012,LNKD,,,,-100,,,1060.67,ST,,wash,12,906,S,IB9048,504
60518S,LNKD,7/30/2012,LNKD,,,,-100,,,363.42,ST,,wash,12,907,S,IB9048,502
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-20,100.973277,-2019.47,-50.85,ST,100,allocation,12,908,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-20,100.980776,-2019.62,-50.7,ST,100,allocation,12,909,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-10,101.027394,-1010.27,-24.88,ST,100,allocation,12,910,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-8,100.991514,-807.93,-20.19,ST,100,allocation,12,911,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-6,100.972427,-605.83,-15.26,ST,100,allocation,12,912,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-5,100.91483,-504.57,-13,ST,100,allocation,12,913,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-3,100.972427,-302.92,-7.63,ST,100,allocation,12,914,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-2,100.792856,-201.59,-5.45,ST,100,allocation,12,915,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-1,100.772882,-100.77,-2.74,ST,100,allocation,12,916,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-1,100.991514,-100.99,-2.52,ST,100,allocation,12,917,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-12,101.003631,-1212.04,-30.14,ST,100,allocation,12,918,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-10,100.993016,-1009.93,-25.23,ST,100,allocation,12,919,S,IB9048,503
60518S,LNKD,7/30/2012 9:41,LNKD,,,,-2,100.917736,-201.84,-5.2,ST,100,allocation,12,920,S,IB9048,503
60518S,ANR,7/30/2012 11:19,ANR,,,,-200,6.466003,1293.2,144.33,ST,-300,allocation,12,921,S,IB9048,53
60518S,ANR,7/30/2012 11:19,ANR,,,,-100,6.462203,646.22,72.54,ST,-300,allocation,12,922,S,IB9048,53
60518S,ANR,7/30/2012 11:19,ANR,,,,-100,6.462203,646.22,60.54,ST,-300,allocation,12,923,S,IB9048,52
60518S,ANR,7/30/2012 11:19,ANR,,,,-200,6.462203,1292.44,121.09,ST,-300,allocation,12,924,S,IB9048,52
60518S,ANR,7/30/2012 11:19,ANR,,,,-100,6.462203,646.22,34.19,ST,-100,allocation,12,925,S,IB9048,51
60518S,ANR,7/30/2012 11:19,ANR,,,,-100,6.462203,646.22,30.54,ST,-100,allocation,12,926,S,IB9048,50
60518S,ANR,7/30/2012 11:19,ANR,,,,-200,6.462203,1292.44,61.09,ST,-200,allocation,12,927,S,IB9048,49
60518S,LNKD,7/30/2012 13:05,LNKD,,,,-86,94.004154,-8084.36,-817.99,ST,100,allocation,12,928,S,IB9048,505
60518S,LNKD,7/30/2012 13:05,LNKD,,,,-12,94.012301,-1128.15,-114.04,ST,100,allocation,12,929,S,IB9048,505
60518S,LNKD,7/30/2012 13:05,LNKD,,,,-2,94.0123,-188.02,-19.01,ST,100,allocation,12,930,S,IB9048,505
60518S,LNKD,7/31/2012,LNKD,,,,-100,,,89.06,ST,,wash,12,931,S,IB9048,512
60518S,LNKD,7/31/2012,LNKD,,,,-100,,,951.04,ST,,wash,12,932,S,IB9048,509
60518S,LNKD,7/31/2012,LNKD,,,,-100,,,253.8,ST,,wash,12,933,S,IB9048,506
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-20,102.620108,-2052.4,-17.9,ST,100,allocation,12,934,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-20,102.627608,-2052.55,-17.75,ST,100,allocation,12,935,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-10,102.674226,-1026.74,-8.41,ST,100,allocation,12,936,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-8,102.638346,-821.11,-7.01,ST,100,allocation,12,937,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-6,102.619259,-615.72,-5.38,ST,100,allocation,12,938,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-5,102.561662,-512.81,-4.77,ST,100,allocation,12,939,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-3,102.619259,-307.86,-2.69,ST,100,allocation,12,940,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-2,102.439688,-204.88,-2.15,ST,100,allocation,12,941,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-1,102.419714,-102.42,-1.1,ST,100,allocation,12,942,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-1,102.638346,-102.64,-0.88,ST,100,allocation,12,943,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-12,102.650463,-1231.81,-10.38,ST,100,allocation,12,944,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-10,102.639848,-1026.4,-8.75,ST,100,allocation,12,945,S,IB9048,507
60518S,LNKD,7/31/2012 9:43,LNKD,,,,-2,102.564568,-205.13,-1.9,ST,100,allocation,12,946,S,IB9048,507
60518S,ANR,7/31/2012 9:48,ANR,,,,-300,6.762203,2028.66,136.81,ST,-300,allocation,12,947,S,IB9048,61
