filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Q,Price,Basis,Realized_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType,Account,bkrGroup
60518S,LNKD,5/21/2012 9:56,LNKD,,,,-55,80.251554,-4413.84,-671.17,ST,100,allocation,12,312,S,IB9048,332
60518S,LNKD,5/21/2012 9:56,LNKD,,,,-12,80.24196,-962.9,-146.55,ST,100,allocation,12,313,S,IB9048,332
60518S,LNKD,5/21/2012 9:56,LNKD,,,,-3,80.212935,-240.64,-36.73,ST,100,allocation,12,314,S,IB9048,332
60518S,LNKD,5/21/2012 9:56,LNKD,,,,-20,80.203594,-1604.07,-245.02,ST,100,allocation,12,315,S,IB9048,332
60518S,LNKD,5/21/2012 9:56,LNKD,,,,-2,79.862628,-159.73,-25.18,ST,100,allocation,12,316,S,IB9048,332
60518S,LNKD,5/21/2012 9:59,LNKD,,,,-1,78.721225,-78.72,-15.63,ST,1,allocation,12,317,S,IB9048,331
60518S,LNKD,5/21/2012 9:59,LNKD,,,,-8,78.721225,-629.77,-125.07,ST,99,allocation,12,318,S,IB9048,330
60518S,LNKD,5/21/2012 9:59,LNKD,,,,-91,78.713526,-7162.93,-1423.35,ST,99,allocation,12,319,S,IB9048,330
60518S,LNKD,5/21/2012 10:25,LNKD,,,,-100,88.257695,-8825.77,-1014.7,ST,100,allocation,12,320,S,IB9048,325
60518S,LNKD,5/21/2012 15:19,LNKD,,,,-100,90.987734,-9098.77,-696.8,ST,100,allocation,12,321,S,IB9048,320
60518S,LNKD,5/22/2012,LNKD,,,,-100,,,770.23,ST,,wash,12,322,S,IB9048,321
60518S,LNKD,5/22/2012 13:30,LNKD,,,,-93,94.997493,-8834.77,-704.77,ST,100,allocation,12,323,S,IB9048,322
60518S,LNKD,5/22/2012 13:30,LNKD,,,,-7,94.896405,-664.27,-53.76,ST,100,allocation,12,324,S,IB9048,322
60518S,LNKD,5/23/2012,LNKD,,,,-100,,,204.85,ST,,wash,12,325,S,IB9048,323
60518S,LNKD,5/23/2012 16:43,LNKD,,,,-99,101.664014,-10064.74,-163.46,ST,100,allocation,12,326,S,IB9048,324
60518S,LNKD,5/23/2012 16:43,LNKD,,,,-1,101.671091,-101.67,-1.64,ST,100,allocation,12,327,S,IB9048,324
60518S,LNKD,5/24/2012,LNKD,,,,-100,,,148.86,ST,,wash,12,328,S,IB9048,327
60518S,LNKD,5/24/2012,LNKD,,,,-100,,,780.96,ST,,wash,12,329,S,IB9048,326
60518S,LNKD,5/24/2012 9:40,LNKD,,,,-100,97.404514,-9740.45,-115.06,ST,100,allocation,12,330,S,IB9048,328
60518S,LNKD,5/25/2012,LNKD,,,,-100,,,696.8,ST,,wash,12,331,S,IB9048,329
60518S,LNKD,5/31/2012,LNKD,,,,-100,,,165.1,ST,,wash,12,332,S,IB9048,335
60518S,LNKD,5/31/2012,LNKD,,,,-100,,,758.53,ST,,wash,12,333,S,IB9048,333
60518S,LNKD,5/31/2012 11:35,LNKD,,,,-93,85.563994,-7957.45,-524.68,ST,100,allocation,12,334,S,IB9048,336
60518S,LNKD,5/31/2012 11:35,LNKD,,,,-7,85.462906,-598.24,-40.2,ST,100,allocation,12,335,S,IB9048,336
60518S,AXL 16JUN12 9.0 P,6/1/2012,AXL,2012-06-16 00:00:00,9.00,P,-10,0.542731,-542.73,542.73,ST,10,allocation,12,336,O,IB9048,675
60518S,LNKD,6/1/2012,LNKD,,,,-50,,,57.53,ST,,wash,12,337,S,IB9048,342
60518S,LNKD,6/1/2012,LNKD,,,,-50,,,57.53,ST,,wash,12,338,S,IB9048,341
60518S,LNKD,6/1/2012,LNKD,,,,-100,,,1014.7,ST,,wash,12,339,S,IB9048,337
60518S,LNKD,6/1/2012 11:42,LNKD,,,,-100,81.395832,-8139.58,-980.99,ST,100,allocation,12,340,S,IB9048,338
60518S,LNKD,6/1/2012 14:24,LNKD,,,,-50,89.888669,-4494.43,-331.32,ST,100,allocation,12,341,S,IB9048,537
60518S,LNKD,6/1/2012 14:25,LNKD,,,,-50,89.875257,-4493.76,-331.99,ST,100,allocation,12,342,S,IB9048,537
60518S,LNKD,6/5/2012,LNKD,,,,-12,,,30.04,ST,,wash,12,343,S,IB9048,351
60518S,LNKD,6/5/2012,LNKD,,,,-88,,,220.31,ST,,wash,12,344,S,IB9048,350
60518S,LNKD,6/5/2012,LNKD,,,,-100,,,564.88,ST,,wash,12,345,S,IB9048,349
60518S,LNKD,6/5/2012,LNKD,,,,-200,,,1991.23,ST,,wash,12,346,S,IB9048,347
60518S,LNKD,6/5/2012,LNKD,,,,-50,,,782,ST,,wash,12,347,S,IB9048,344
60518S,LNKD,6/5/2012,LNKD,,,,-50,,,782.05,ST,,wash,12,348,S,IB9048,343
60518S,LNKD,6/5/2012 12:06,LNKD,,,,-1,76.509749,-76.51,-15.35,ST,100,allocation,12,349,S,IB9048,345
60518S,LNKD,6/5/2012 12:06,LNKD,,,,-49,76.494972,-3748.25,-752.65,ST,100,allocation,12,350,S,IB9048,345
60518S,LNKD,6/5/2012 12:06,LNKD,,,,-8,76.516684,-612.13,-122.71,ST,100,allocation,12,351,S,IB9048,345
60518S,LNKD,6/5/2012 12:06,LNKD,,,,-42,76.508984,-3213.38,-644.54,ST,100,allocation,12,352,S,IB9048,345
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-50,84.463093,-4223.15,-367.6,ST,100,allocation,12,353,S,IB9048,352
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-50,84.449081,-4222.45,-368.3,ST,100,allocation,12,354,S,IB9048,352
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-8,79.952522,-639.62,-94.83,ST,100,allocation,12,355,S,IB9048,348
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-55,79.943181,-4396.87,-652.44,ST,100,allocation,12,356,S,IB9048,348
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-12,79.933586,-959.2,-142.47,ST,100,allocation,12,357,S,IB9048,348
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-3,79.904562,-239.71,-35.7,ST,100,allocation,12,358,S,IB9048,348
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-20,79.89522,-1597.9,-238.21,ST,100,allocation,12,359,S,IB9048,348
60518S,LNKD,6/5/2012 13:04,LNKD,,,,-2,79.554254,-159.11,-24.5,ST,100,allocation,12,360,S,IB9048,348
60518S,LNKD,6/5/2012 13:24,LNKD,,,,-43,86.501118,-3719.55,-370.1,ST,43,allocation,12,361,S,IB9048,363
60518S,LNKD,6/5/2012 13:24,LNKD,,,,-50,86.501118,-4325.06,-430.96,ST,57,allocation,12,362,S,IB9048,362
60518S,LNKD,6/5/2012 13:24,LNKD,,,,-7,86.40003,-604.8,-61.04,ST,57,allocation,12,363,S,IB9048,362
60518S,LNKD,6/5/2012 15:10,LNKD,,,,-12,89.945686,-1079.35,-67.43,ST,100,allocation,12,364,S,IB9048,538
60518S,LNKD,6/5/2012 15:10,LNKD,,,,-88,89.937725,-7914.52,-495.21,ST,100,allocation,12,365,S,IB9048,538
60518S,LNKD,6/6/2012,LNKD,,,,-100,,,980.99,ST,,wash,12,366,S,IB9048,353
60518S,LNKD,6/6/2012 13:30,LNKD,,,,-100,83.03294,-8303.29,-1208.22,ST,100,allocation,12,367,S,IB9048,358
60518S,CELG 16JUN12 67.5 P,6/8/2012,CELG,2012-06-16 00:00:00,67.50,P,-2,2.592685,-518.54,0,ST,2,allocation,12,368,O,IB9048,790
60518S,CELG 16JUN12 65.0 P,6/8/2012,CELG,2012-06-16 00:00:00,65.00,P,-4,0.792725,-317.09,317.09,ST,4,allocation,12,369,O,IB9048,788
60518S,AXL 16JUN12 10.0 C,6/8/2012,AXL,2012-06-16 00:00:00,10.00,C,-8,0.12169,-97.35,97.35,ST,8,allocation,12,370,O,IB9048,672
60518S,LNKD,6/8/2012,LNKD,,,,-100,,,1188.15,ST,,wash,12,371,S,IB9048,359
60518S,LNKD,6/8/2012,LNKD,,,,-100,,,318.18,ST,,wash,12,372,S,IB9048,357
60518S,LNKD,6/8/2012,LNKD,,,,-100,,,1535.24,ST,,wash,12,373,S,IB9048,355
60518S,LNKD,6/8/2012,LNKD,,,,-100,,,213.99,ST,,wash,12,374,S,IB9048,354
60518S,CALX,6/8/2012,CALX,,,,-200,7.652203,1530.44,13.28,ST,-200,allocation,12,375,S,IB9048,225
60518S,CALX,6/8/2012,CALX,,,,-100,7.652203,765.22,-63.11,ST,-100,allocation,12,376,S,IB9048,224
60518S,CALX,6/8/2012,CALX,,,,-100,7.652203,765.22,-63.81,ST,-100,allocation,12,377,S,IB9048,223
60518S,CALX,6/8/2012,CALX,,,,-100,7.652203,765.22,-83.11,ST,-100,allocation,12,378,S,IB9048,222
60518S,CALX,6/8/2012,CALX,,,,-100,7.652203,765.22,-83.81,ST,-100,allocation,12,379,S,IB9048,221
60518S,LNKD,6/8/2012 11:28,LNKD,,,,-100,93.16321,-9316.32,-1086.19,ST,100,allocation,12,380,S,IB9048,389
60518S,LNKD,6/8/2012 11:28,LNKD,,,,-8,79.971742,-639.77,-121.15,ST,100,allocation,12,381,S,IB9048,356
60518S,LNKD,6/8/2012 11:28,LNKD,,,,-1,79.964807,-79.96,-15.15,ST,100,allocation,12,382,S,IB9048,356
60518S,LNKD,6/8/2012 11:28,LNKD,,,,-42,79.964043,-3358.49,-636.37,ST,100,allocation,12,383,S,IB9048,356
60518S,LNKD,6/8/2012 11:28,LNKD,,,,-49,79.950031,-3917.55,-743.12,ST,100,allocation,12,384,S,IB9048,356
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-8,83.449575,-667.6,-93.32,ST,100,allocation,12,385,S,IB9048,360
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-55,83.440233,-4589.21,-642.12,ST,100,allocation,12,386,S,IB9048,360
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-12,83.430639,-1001.17,-140.21,ST,100,allocation,12,387,S,IB9048,360
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-3,83.401615,-250.2,-35.14,ST,100,allocation,12,388,S,IB9048,360
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-20,83.392273,-1667.85,-234.46,ST,100,allocation,12,389,S,IB9048,360
60518S,LNKD,6/8/2012 14:30,LNKD,,,,-2,83.051307,-166.1,-24.13,ST,100,allocation,12,390,S,IB9048,360
60518S,LNKD,6/11/2012,LNKD,,,,-100,,,1208.22,ST,,wash,12,391,S,IB9048,366
60518S,LNKD,6/11/2012,LNKD,,,,-100,,,1515.79,ST,,wash,12,392,S,IB9048,364
60518S,LNKD,6/11/2012,LNKD,,,,-100,,,735.9,ST,,wash,12,393,S,IB9048,361
60518S,LNKD,6/11/2012 10:35,LNKD,,,,-22,87.950146,-1934.9,-375.95,ST,95,allocation,12,394,S,IB9048,415
60518S,LNKD,6/11/2012 10:35,LNKD,,,,-3,87.950146,-263.85,-51.69,ST,5,allocation,12,395,S,IB9048,414
60518S,LNKD,6/11/2012 10:35,LNKD,,,,-25,87.950146,-2198.75,-427.64,ST,100,allocation,12,396,S,IB9048,410
60518S,LNKD,6/11/2012 10:35,LNKD,,,,-50,87.936134,-4396.81,-855.98,ST,100,allocation,12,397,S,IB9048,410
60518S,LNKD,6/11/2012 11:33,LNKD,,,,-8,80.159195,-641.27,-119.65,ST,100,allocation,12,398,S,IB9048,365
60518S,LNKD,6/11/2012 11:33,LNKD,,,,-1,80.15226,-80.15,-14.96,ST,100,allocation,12,399,S,IB9048,365
60518S,LNKD,6/11/2012 11:33,LNKD,,,,-42,80.151496,-3366.36,-628.5,ST,100,allocation,12,400,S,IB9048,365
60518S,LNKD,6/11/2012 11:33,LNKD,,,,-49,80.137484,-3926.74,-733.93,ST,100,allocation,12,401,S,IB9048,365
60518S,LNKD,6/11/2012 12:30,LNKD,,,,-100,83.220592,-8322.06,-1189.45,ST,100,allocation,12,402,S,IB9048,367
60518S,LNKD,6/13/2012,LNKD,,,,-100,,,843.4,ST,,wash,12,403,S,IB9048,379
60518S,LNKD,6/13/2012,LNKD,,,,-100,,,1134.62,ST,,wash,12,404,S,IB9048,377
60518S,LNKD,6/13/2012,LNKD,,,,-100,,,1189.45,ST,,wash,12,405,S,IB9048,375
60518S,LNKD,6/13/2012,LNKD,,,,-100,,,1497.05,ST,,wash,12,406,S,IB9048,373
60518S,LNKD,6/13/2012,LNKD,,,,-100,,,862.11,ST,,wash,12,407,S,IB9048,371
60518S,LNKD,6/13/2012,LNKD,,,,-50,,,585.64,ST,,wash,12,408,S,IB9048,369
60518S,LNKD,6/13/2012,LNKD,,,,-50,,,583.74,ST,,wash,12,409,S,IB9048,368
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-50,83.660879,-4183.04,-566.71,ST,100,allocation,12,410,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-8,83.684233,-669.47,-90.49,ST,100,allocation,12,411,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-5,83.674891,-418.37,-56.6,ST,100,allocation,12,412,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-12,83.665297,-1003.98,-135.96,ST,100,allocation,12,413,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-3,83.636273,-250.91,-34.08,ST,100,allocation,12,414,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-20,83.626931,-1672.54,-227.36,ST,100,allocation,12,415,S,IB9048,370
60518S,LNKD,6/13/2012 10:29,LNKD,,,,-2,83.285965,-166.57,-23.42,ST,100,allocation,12,416,S,IB9048,370
60518S,LNKD,6/13/2012 11:40,LNKD,,,,-43,86.695777,-3727.92,-362.06,ST,100,allocation,12,417,S,IB9048,372
60518S,LNKD,6/13/2012 11:40,LNKD,,,,-50,86.683485,-4334.17,-421.61,ST,100,allocation,12,418,S,IB9048,372
60518S,LNKD,6/13/2012 11:40,LNKD,,,,-7,86.582397,-606.08,-59.73,ST,100,allocation,12,419,S,IB9048,372
60518S,LNKD,6/13/2012 13:30,LNKD,,,,-8,80.386247,-643.09,-117.84,ST,100,allocation,12,420,S,IB9048,374
60518S,LNKD,6/13/2012 13:30,LNKD,,,,-1,80.379312,-80.38,-14.74,ST,100,allocation,12,421,S,IB9048,374
60518S,LNKD,6/13/2012 13:30,LNKD,,,,-42,80.378548,-3375.9,-618.96,ST,100,allocation,12,422,S,IB9048,374
60518S,LNKD,6/13/2012 13:30,LNKD,,,,-49,80.364536,-3937.86,-722.81,ST,100,allocation,12,423,S,IB9048,374
60518S,LNKD,6/13/2012 14:03,LNKD,,,,-100,83.408245,-8340.82,-1170.69,ST,100,allocation,12,424,S,IB9048,376
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-8,84.031885,-672.26,-88.67,ST,100,allocation,12,425,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-5,84.022543,-420.11,-55.47,ST,100,allocation,12,426,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-12,84.012949,-1008.16,-133.23,ST,100,allocation,12,427,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-50,84.008531,-4200.43,-555.36,ST,100,allocation,12,428,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-3,83.983925,-251.95,-33.4,ST,100,allocation,12,429,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-20,83.974583,-1679.49,-222.82,ST,100,allocation,12,430,S,IB9048,378
60518S,LNKD,6/13/2012 15:12,LNKD,,,,-2,83.633617,-167.27,-22.96,ST,100,allocation,12,431,S,IB9048,378
60518S,LNKD,6/13/2012 15:55,LNKD,,,,-43,86.952228,-3738.95,-335.95,ST,100,allocation,12,432,S,IB9048,380
60518S,LNKD,6/13/2012 15:55,LNKD,,,,-50,86.939937,-4347,-391.26,ST,100,allocation,12,433,S,IB9048,380
60518S,LNKD,6/13/2012 15:55,LNKD,,,,-7,86.838848,-607.87,-55.48,ST,100,allocation,12,434,S,IB9048,380
60518S,LNKD,6/14/2012,LNKD,,,,-100,,,1111.91,ST,,wash,12,435,S,IB9048,384
60518S,LNKD,6/14/2012,LNKD,,,,-100,,,1170.69,ST,,wash,12,436,S,IB9048,382
60518S,LNKD,6/14/2012,LNKD,,,,-100,,,1474.34,ST,,wash,12,437,S,IB9048,381
60518S,LNKD,6/14/2012 10:36,LNKD,,,,-8,80.982691,-647.86,-129.38,ST,100,allocation,12,438,S,IB9048,383
60518S,LNKD,6/14/2012 10:36,LNKD,,,,-1,80.975756,-80.98,-16.18,ST,100,allocation,12,439,S,IB9048,383
60518S,LNKD,6/14/2012 10:36,LNKD,,,,-42,80.974992,-3400.95,-679.56,ST,100,allocation,12,440,S,IB9048,383
60518S,LNKD,6/14/2012 10:36,LNKD,,,,-49,80.960979,-3967.09,-793.51,ST,100,allocation,12,441,S,IB9048,383
60518S,LNKD,6/14/2012 12:02,LNKD,,,,-100,85.635252,-8563.53,-1887.05,ST,100,allocation,12,442,S,IB9048,399
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-8,86.258892,-690.07,-141.17,ST,100,allocation,12,443,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-5,86.24955,-431.25,-88.28,ST,100,allocation,12,444,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-12,86.239956,-1034.88,-211.99,ST,100,allocation,12,445,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-50,86.235538,-4311.78,-883.51,ST,100,allocation,12,446,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-3,86.210932,-258.63,-53.08,ST,100,allocation,12,447,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-20,86.20159,-1724.03,-354.08,ST,100,allocation,12,448,S,IB9048,400
60518S,LNKD,6/14/2012 15:05,LNKD,,,,-2,85.860624,-171.72,-36.09,ST,100,allocation,12,449,S,IB9048,400
60518S,CELG,6/15/2012 16:20,CELG,,,,-97,64.907315,6296.01,-98.62,ST,-97,allocation,12,450,S,IB9048,237
60518S,CELG,6/15/2012 16:20,CELG,,,,-103,64.907315,6685.45,-105.43,ST,-103,allocation,12,451,S,IB9048,236
60518S,LNKD,6/20/2012,LNKD,,,,-80,,,1294.75,ST,,wash,12,452,S,IB9048,388
60518S,LNKD,6/20/2012,LNKD,,,,-20,,,323.88,ST,,wash,12,453,S,IB9048,387
60518S,LNKD,6/20/2012,LNKD,,,,-100,,,782.7,ST,,wash,12,454,S,IB9048,385
60518S,LNKD,6/20/2012 12:18,LNKD,,,,-7,96.315701,-674.21,-54.18,ST,100,allocation,12,455,S,IB9048,386
60518S,LNKD,6/20/2012 12:18,LNKD,,,,-50,96.416789,-4820.84,-381.95,ST,100,allocation,12,456,S,IB9048,386
60518S,LNKD,6/20/2012 12:18,LNKD,,,,-43,96.429081,-4146.45,-327.94,ST,100,allocation,12,457,S,IB9048,386
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-2,88.116548,-176.23,-36.34,ST,100,allocation,12,458,S,IB9048,422
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-6,88.116548,-528.7,-109.25,ST,100,allocation,12,459,S,IB9048,420
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-1,88.109613,-88.11,-18.22,ST,100,allocation,12,460,S,IB9048,420
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-42,88.108849,-3700.57,-765.11,ST,100,allocation,12,461,S,IB9048,420
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-29,88.094837,-2554.75,-528.7,ST,100,allocation,12,462,S,IB9048,420
60518S,LNKD,6/20/2012 12:45,LNKD,,,,-20,88.067306,-1761.35,-365.17,ST,100,allocation,12,463,S,IB9048,420
60518S,CELG 21JUL12 57.5 P,6/21/2012,CELG,2012-07-21 00:00:00,57.50,P,-5,1.042719,-521.36,521.36,ST,5,allocation,12,464,O,IB9048,793
60518S,LNKD,6/22/2012,LNKD,,,,-100,,,765.09,ST,,wash,12,465,S,IB9048,398
60518S,LNKD,6/22/2012,LNKD,,,,-100,,,782.83,ST,,wash,12,466,S,IB9048,396
60518S,LNKD,6/22/2012,LNKD,,,,-100,,,796.45,ST,,wash,12,467,S,IB9048,394
60518S,LNKD,6/22/2012,LNKD,,,,-50,,,543.09,ST,,wash,12,468,S,IB9048,392
60518S,LNKD,6/22/2012,LNKD,,,,-50,,,543.09,ST,,wash,12,469,S,IB9048,391
60518S,LNKD,6/22/2012,LNKD,,,,-100,,,764.07,ST,,wash,12,470,S,IB9048,390
60518S,LNKD,6/22/2012 14:49,LNKD,,,,-7,98.361912,-688.53,-56.45,ST,100,allocation,12,471,S,IB9048,393
60518S,LNKD,6/22/2012 14:49,LNKD,,,,-50,98.463,-4923.15,-398.14,ST,100,allocation,12,472,S,IB9048,393
60518S,LNKD,6/22/2012 14:49,LNKD,,,,-43,98.475291,-4234.44,-341.87,ST,100,allocation,12,473,S,IB9048,393
60518S,LNKD,6/22/2012 14:55,LNKD,,,,-50,95.723603,-4786.18,135.42,ST,100,allocation,12,474,S,IB9048,520
60518S,LNKD,6/22/2012 14:55,LNKD,,,,-50,95.737616,-4786.88,136.13,ST,100,allocation,12,475,S,IB9048,520
60518S,LNKD,6/22/2012 15:27,LNKD,,,,-7,98.478113,-689.35,-55.49,ST,100,allocation,12,476,S,IB9048,395
60518S,LNKD,6/22/2012 15:27,LNKD,,,,-50,98.579201,-4928.96,-391.33,ST,100,allocation,12,477,S,IB9048,395
60518S,LNKD,6/22/2012 15:27,LNKD,,,,-43,98.591492,-4239.43,-336.01,ST,100,allocation,12,478,S,IB9048,395
60518S,LNKD,6/22/2012 15:29,LNKD,,,,-7,98.604914,-690.23,-54.25,ST,100,allocation,12,479,S,IB9048,397
60518S,LNKD,6/22/2012 15:29,LNKD,,,,-50,98.706002,-4935.3,-382.46,ST,100,allocation,12,480,S,IB9048,397
60518S,LNKD,6/22/2012 15:29,LNKD,,,,-43,98.718293,-4244.89,-328.38,ST,100,allocation,12,481,S,IB9048,397
60518S,LNKD,6/22/2012 15:55,LNKD,,,,-50,98.872803,-4943.64,42.88,ST,100,allocation,12,482,S,IB9048,519
60518S,LNKD,6/22/2012 15:55,LNKD,,,,-43,98.885095,-4252.06,37.41,ST,100,allocation,12,483,S,IB9048,519
60518S,LNKD,6/22/2012 15:55,LNKD,,,,-7,98.771715,-691.4,5.3,ST,100,allocation,12,484,S,IB9048,519
60518S,LNKD,6/26/2012,LNKD,,,,-100,,,1856.42,ST,,wash,12,485,S,IB9048,407
60518S,LNKD,6/26/2012,LNKD,,,,-100,,,1768.21,ST,,wash,12,486,S,IB9048,405
60518S,LNKD,6/26/2012,LNKD,,,,-12,,,226.45,ST,,wash,12,487,S,IB9048,403
60518S,LNKD,6/26/2012,LNKD,,,,-2,,,37.74,ST,,wash,12,488,S,IB9048,402
60518S,LNKD,6/26/2012,LNKD,,,,-86,,,1622.86,ST,,wash,12,489,S,IB9048,401
60518S,LNKD,6/26/2012 10:02,LNKD,,,,-12,86.098495,-1033.18,-222.69,ST,100,allocation,12,490,S,IB9048,404
60518S,LNKD,6/26/2012 10:02,LNKD,,,,-2,86.098494,-172.2,-37.11,ST,100,allocation,12,491,S,IB9048,404
60518S,LNKD,6/26/2012 10:02,LNKD,,,,-86,86.090348,-7403.77,-1596.62,ST,100,allocation,12,492,S,IB9048,404
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-8,87.295129,-698.36,-138.88,ST,100,allocation,12,493,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-5,87.285787,-436.43,-86.85,ST,100,allocation,12,494,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-12,87.276193,-1047.31,-208.55,ST,100,allocation,12,495,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-50,87.271775,-4363.59,-869.2,ST,100,allocation,12,496,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-3,87.247169,-261.74,-52.23,ST,100,allocation,12,497,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-20,87.237827,-1744.76,-348.36,ST,100,allocation,12,498,S,IB9048,406
60518S,LNKD,6/26/2012 10:05,LNKD,,,,-2,86.89686,-173.79,-35.52,ST,100,allocation,12,499,S,IB9048,406
60518S,LNKD,6/26/2012 12:09,LNKD,,,,-12,86.384731,-1036.62,-219.25,ST,100,allocation,12,500,S,IB9048,408
60518S,LNKD,6/26/2012 12:09,LNKD,,,,-2,86.384731,-172.77,-36.54,ST,100,allocation,12,501,S,IB9048,408
60518S,LNKD,6/26/2012 12:09,LNKD,,,,-86,86.376585,-7428.39,-1572,ST,100,allocation,12,502,S,IB9048,408
60518S,LNKD,6/27/2012,LNKD,,,,-100,,,1799.18,ST,,wash,12,503,S,IB9048,416
60518S,LNKD,6/27/2012,LNKD,,,,-100,,,1712.56,ST,,wash,12,504,S,IB9048,413
60518S,LNKD,6/27/2012,LNKD,,,,-100,,,1827.8,ST,,wash,12,505,S,IB9048,411
60518S,LNKD,6/27/2012,LNKD,,,,-100,,,1739.59,ST,,wash,12,506,S,IB9048,409
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-2,87.981356,-175.96,-36.69,ST,100,allocation,12,507,S,IB9048,420
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-6,87.981356,-527.89,-102.34,ST,95,allocation,12,508,S,IB9048,415
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-5,87.972015,-439.86,-85.33,ST,95,allocation,12,509,S,IB9048,415
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-12,87.962421,-1055.55,-204.92,ST,95,allocation,12,510,S,IB9048,415
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-50,87.958003,-4397.9,-854.03,ST,95,allocation,12,511,S,IB9048,415
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-3,87.933396,-263.8,-51.37,ST,100,allocation,12,512,S,IB9048,410
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-20,87.924055,-1758.48,-342.63,ST,100,allocation,12,513,S,IB9048,410
60518S,LNKD,6/27/2012 10:32,LNKD,,,,-2,87.583088,-175.17,-34.95,ST,100,allocation,12,514,S,IB9048,410
60518S,LNKD,6/27/2012 10:50,LNKD,,,,-12,87.070959,-1044.85,-215.82,ST,100,allocation,12,515,S,IB9048,412
60518S,LNKD,6/27/2012 10:50,LNKD,,,,-2,87.070959,-174.14,-35.97,ST,100,allocation,12,516,S,IB9048,412
60518S,LNKD,6/27/2012 10:50,LNKD,,,,-86,87.062812,-7487.4,-1547.39,ST,100,allocation,12,517,S,IB9048,412
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-2,88.236374,-176.47,-36.1,ST,100,allocation,12,518,S,IB9048,424
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-23,88.236374,-2029.44,-415.13,ST,100,allocation,12,519,S,IB9048,422
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-50,88.222362,-4411.12,-903.17,ST,100,allocation,12,520,S,IB9048,422
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-3,88.219624,-264.66,-54.2,ST,100,allocation,12,521,S,IB9048,422
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-20,88.210282,-1764.21,-361.51,ST,100,allocation,12,522,S,IB9048,422
60518S,LNKD,6/27/2012 10:56,LNKD,,,,-2,87.869316,-175.74,-34.62,ST,5,allocation,12,523,S,IB9048,414
60518S,LNKD,6/27/2012 15:25,LNKD,,,,-12,87.487184,-1049.85,-210.7,ST,100,allocation,12,524,S,IB9048,417
